region,map,patches,cycles_per_km,amplitude_levels
spine,ours_1x_upsampled,24,0.48963,7.92
spine,ours_1x_upsampled,24,0.4949,7.41
spine,ours_1x_upsampled,24,0.50016,6.74
spine,ours_1x_upsampled,24,0.50542,6.37
spine,ours_1x_upsampled,24,0.51069,5.96
spine,ours_1x_upsampled,24,0.51595,5.35
spine,ours_1x_upsampled,24,0.52122,4.98
spine,ours_1x_upsampled,24,0.52648,4.87
spine,ours_1x_upsampled,24,0.53175,4.63
spine,ours_1x_upsampled,24,0.53701,4.23
spine,ours_1x_upsampled,24,0.54228,3.91
spine,ours_1x_upsampled,24,0.54754,3.6
spine,ours_1x_upsampled,24,0.55281,3.31
spine,ours_1x_upsampled,24,0.55807,3.14
spine,ours_1x_upsampled,24,0.56334,2.94
spine,ours_1x_upsampled,24,0.5686,2.88
spine,ours_1x_upsampled,24,0.57387,2.64
spine,ours_1x_upsampled,24,0.57913,2.44
spine,ours_1x_upsampled,24,0.5844,2.29
spine,ours_1x_upsampled,24,0.58966,2.09
spine,ours_1x_upsampled,24,0.59493,1.96
spine,ours_1x_upsampled,24,0.60019,1.75
spine,ours_1x_upsampled,24,0.60546,1.55
spine,ours_1x_upsampled,24,0.61072,1.41
spine,ours_1x_upsampled,24,0.61599,1.25
spine,ours_1x_upsampled,24,0.62125,1.14
spine,ours_1x_upsampled,24,0.62652,1.05
spine,ours_1x_upsampled,24,0.63178,0.93
spine,ours_1x_upsampled,24,0.63705,0.81
spine,ours_1x_upsampled,24,0.64231,0.68
spine,ours_1x_upsampled,24,0.64758,0.59
spine,ours_1x_upsampled,24,0.65284,0.49
spine,ours_1x_upsampled,24,0.65811,0.45
spine,ours_1x_upsampled,24,0.66337,0.41
spine,ours_1x_upsampled,24,0.66864,0.36
