source,count,message_shape
culture_template,1,Gfx culture south_slavic_group_coa_gfx in mercury_dragon doesn't match existing sequence in croatian
culture_template,1,Gfx culture byzantine_building_gfx in amethyst_dragon doesn't match existing sequence in greek
culture_template,1,Gfx culture west_slavic_clothing_gfx in amethyst_dragon doesn't match existing sequence in czech
culture_template,1,Gfx culture eastern_unit_gfx in amethyst_dragon doesn't match existing sequence in greek
culture_template,1,Gfx culture south_slavic_group_coa_gfx in amethyst_dragon doesn't match existing sequence in croatian
culture_template,1,Gfx culture byzantine_building_gfx in emerald_dragon doesn't match existing sequence in greek
culture_template,1,Gfx culture west_slavic_clothing_gfx in emerald_dragon doesn't match existing sequence in czech
culture_template,1,Gfx culture eastern_unit_gfx in emerald_dragon doesn't match existing sequence in greek
culture_template,1,Gfx culture south_slavic_group_coa_gfx in emerald_dragon doesn't match existing sequence in croatian
culture_template,1,Gfx culture byzantine_building_gfx in sapphire_dragon doesn't match existing sequence in greek
culture_template,1,Gfx culture west_slavic_clothing_gfx in sapphire_dragon doesn't match existing sequence in czech
culture_template,1,Gfx culture eastern_unit_gfx in sapphire_dragon doesn't match existing sequence in greek
culture_template,1,Gfx culture south_slavic_group_coa_gfx in sapphire_dragon doesn't match existing sequence in croatian
culture_template,1,Gfx culture byzantine_building_gfx in topaz_dragon doesn't match existing sequence in greek
culture_template,1,Gfx culture west_slavic_clothing_gfx in topaz_dragon doesn't match existing sequence in czech
culture_template,1,Gfx culture eastern_unit_gfx in topaz_dragon doesn't match existing sequence in greek
culture_template,1,Gfx culture south_slavic_group_coa_gfx in topaz_dragon doesn't match existing sequence in croatian
culture_template,1,Gfx culture byzantine_building_gfx in crystal_dragon doesn't match existing sequence in greek
culture_template,1,Gfx culture west_slavic_clothing_gfx in crystal_dragon doesn't match existing sequence in czech
culture_template,1,Gfx culture eastern_unit_gfx in crystal_dragon doesn't match existing sequence in greek
culture_template,1,Gfx culture south_slavic_group_coa_gfx in crystal_dragon doesn't match existing sequence in croatian
culture_template,1,Gfx culture byzantine_building_gfx in ruby_dragon doesn't match existing sequence in greek
culture_template,1,Gfx culture west_slavic_clothing_gfx in ruby_dragon doesn't match existing sequence in czech
culture_template,1,Gfx culture eastern_unit_gfx in ruby_dragon doesn't match existing sequence in greek
culture_template,1,Gfx culture south_slavic_group_coa_gfx in ruby_dragon doesn't match existing sequence in croatian
culture_template,1,Gfx culture byzantine_building_gfx in shadow_dragon doesn't match existing sequence in greek
culture_template,1,Gfx culture west_slavic_clothing_gfx in shadow_dragon doesn't match existing sequence in czech
culture_template,1,Gfx culture eastern_unit_gfx in shadow_dragon doesn't match existing sequence in greek
culture_template,1,Gfx culture south_slavic_group_coa_gfx in shadow_dragon doesn't match existing sequence in croatian
culture_template,1,Gfx culture byzantine_building_gfx in deep_dragon doesn't match existing sequence in greek
culture_template,1,Gfx culture west_slavic_clothing_gfx in deep_dragon doesn't match existing sequence in czech
culture_template,1,Gfx culture eastern_unit_gfx in deep_dragon doesn't match existing sequence in greek
culture_template,1,Gfx culture south_slavic_group_coa_gfx in deep_dragon doesn't match existing sequence in croatian
culture_template,1,Gfx culture byzantine_building_gfx in steel_dragon doesn't match existing sequence in greek
culture_template,1,Gfx culture west_slavic_clothing_gfx in steel_dragon doesn't match existing sequence in czech
culture_template,1,Gfx culture eastern_unit_gfx in steel_dragon doesn't match existing sequence in greek
culture_template,1,Gfx culture south_slavic_group_coa_gfx in steel_dragon doesn't match existing sequence in croatian
culture_template,1,Gfx culture byzantine_building_gfx in song_dragon doesn't match existing sequence in greek
culture_template,1,Gfx culture west_slavic_clothing_gfx in song_dragon doesn't match existing sequence in czech
culture_template,1,Gfx culture eastern_unit_gfx in song_dragon doesn't match existing sequence in greek
culture_template,1,Gfx culture south_slavic_group_coa_gfx in song_dragon doesn't match existing sequence in croatian
culture_template,1,Gfx culture byzantine_building_gfx in brown_dragon doesn't match existing sequence in greek
culture_template,1,Gfx culture west_slavic_clothing_gfx in brown_dragon doesn't match existing sequence in czech
culture_template,1,Gfx culture eastern_unit_gfx in brown_dragon doesn't match existing sequence in greek
culture_template,1,Gfx culture south_slavic_group_coa_gfx in brown_dragon doesn't match existing sequence in croatian
culture_template,1,Gfx culture byzantine_building_gfx in dragonspawn doesn't match existing sequence in greek
culture_template,1,Gfx culture west_slavic_clothing_gfx in dragonspawn doesn't match existing sequence in czech
culture_template,1,Gfx culture eastern_unit_gfx in dragonspawn doesn't match existing sequence in greek
culture_template,1,Gfx culture south_slavic_group_coa_gfx in dragonspawn doesn't match existing sequence in croatian
culture_template,1,Gfx culture western_building_gfx in dragonborn doesn't match existing sequence in latgalian
culture_template,1,Gfx culture english_clothing_gfx in dragonborn doesn't match existing sequence in english
culture_template,1,Gfx culture eastern_unit_gfx in dragonborn doesn't match existing sequence in greek
culture_template,1,Gfx culture anglo_saxon_coa_gfx in dragonborn doesn't match existing sequence in anglo_saxon
culture_template,1,Gfx culture byzantine_building_gfx in strixiki doesn't match existing sequence in greek
culture_template,1,Gfx culture west_slavic_clothing_gfx in strixiki doesn't match existing sequence in czech
culture_template,1,Gfx culture eastern_unit_gfx in strixiki doesn't match existing sequence in greek
culture_template,1,Gfx culture south_slavic_group_coa_gfx in strixiki doesn't match existing sequence in croatian
culture_template,1,Gfx culture western_building_gfx in vayemniri doesn't match existing sequence in latgalian
culture_template,1,Gfx culture english_clothing_gfx in vayemniri doesn't match existing sequence in english
culture_template,1,Gfx culture eastern_unit_gfx in vayemniri doesn't match existing sequence in greek
culture_template,1,Gfx culture anglo_saxon_coa_gfx in vayemniri doesn't match existing sequence in anglo_saxon
culture_template,1,Gfx culture byzantine_building_gfx in thymari doesn't match existing sequence in greek
culture_template,1,Gfx culture byzantine_clothing_gfx in thymari doesn't match existing sequence in greek
culture_template,1,Gfx culture eastern_unit_gfx in thymari doesn't match existing sequence in greek
culture_template,1,Gfx culture byzantine_group_coa_gfx in thymari doesn't match existing sequence in greek
culture_template,1,Gfx culture byzantine_building_gfx in kobold doesn't match existing sequence in greek
culture_template,1,Gfx culture west_slavic_clothing_gfx in kobold doesn't match existing sequence in czech
culture_template,1,Gfx culture eastern_unit_gfx in kobold doesn't match existing sequence in greek
culture_template,1,Gfx culture south_slavic_group_coa_gfx in kobold doesn't match existing sequence in croatian
culture_template,1,Gfx culture byzantine_building_gfx in amphiptere doesn't match existing sequence in greek
culture_template,1,Gfx culture west_slavic_clothing_gfx in amphiptere doesn't match existing sequence in czech
culture_template,1,Gfx culture eastern_unit_gfx in amphiptere doesn't match existing sequence in greek
culture_template,1,Gfx culture south_slavic_group_coa_gfx in amphiptere doesn't match existing sequence in croatian
culture_template,1,Gfx culture western_building_gfx in arctic_dwarf doesn't match existing sequence in latgalian
culture_template,1,Gfx culture ugro_permian_clothing_gfx in arctic_dwarf doesn't match existing sequence in vepsian
culture_template,1,Gfx culture eastern_unit_gfx in arctic_dwarf doesn't match existing sequence in greek
culture_template,1,Gfx culture ugro_permian_group_coa_gfx in arctic_dwarf doesn't match existing sequence in komi
culture_template,1,Gfx culture byzantine_building_gfx in derro doesn't match existing sequence in greek
culture_template,1,Gfx culture byzantine_clothing_gfx in derro doesn't match existing sequence in greek
culture_template,1,Gfx culture eastern_unit_gfx in derro doesn't match existing sequence in greek
culture_template,1,Gfx culture byzantine_group_coa_gfx in derro doesn't match existing sequence in greek
culture_template,1,Gfx culture byzantine_building_gfx in duergar doesn't match existing sequence in greek
culture_template,1,Gfx culture byzantine_clothing_gfx in duergar doesn't match existing sequence in greek
culture_template,1,Gfx culture eastern_unit_gfx in duergar doesn't match existing sequence in greek
culture_template,1,Gfx culture byzantine_group_coa_gfx in duergar doesn't match existing sequence in greek
culture_template,1,Gfx culture byzantine_building_gfx in gold_dwarf doesn't match existing sequence in greek
culture_template,1,Gfx culture byzantine_clothing_gfx in gold_dwarf doesn't match existing sequence in greek
culture_template,1,Gfx culture eastern_unit_gfx in gold_dwarf doesn't match existing sequence in greek
culture_template,1,Gfx culture byzantine_group_coa_gfx in gold_dwarf doesn't match existing sequence in greek
culture_template,1,Gfx culture mena_building_gfx in korpokkur doesn't match existing sequence in hebrew
culture_template,1,Gfx culture turkic_clothing_gfx in korpokkur doesn't match existing sequence in mogyer
culture_template,1,Gfx culture eastern_unit_gfx in korpokkur doesn't match existing sequence in greek
culture_template,1,Gfx culture turkic_group_coa_gfx in korpokkur doesn't match existing sequence in cuman
culture_template,1,Gfx culture byzantine_building_gfx in shield_dwarf doesn't match existing sequence in greek
culture_template,1,Gfx culture byzantine_clothing_gfx in shield_dwarf doesn't match existing sequence in greek
culture_template,1,Gfx culture eastern_unit_gfx in shield_dwarf doesn't match existing sequence in greek
culture_template,1,Gfx culture byzantine_group_coa_gfx in shield_dwarf doesn't match existing sequence in greek
culture_template,1,Gfx culture indian_building_gfx in wild_dwarf doesn't match existing sequence in tamil
culture_template,1,Gfx culture indian_clothing_gfx in wild_dwarf doesn't match existing sequence in tamil
culture_template,1,Gfx culture eastern_unit_gfx in wild_dwarf doesn't match existing sequence in greek
culture_template,1,Gfx culture indo_aryan_group_coa_gfx in wild_dwarf doesn't match existing sequence in bengali
culture_template,1,Gfx culture byzantine_building_gfx in chultan_dwarf doesn't match existing sequence in greek
culture_template,1,Gfx culture byzantine_clothing_gfx in chultan_dwarf doesn't match existing sequence in greek
culture_template,1,Gfx culture eastern_unit_gfx in chultan_dwarf doesn't match existing sequence in greek
culture_template,1,Gfx culture byzantine_group_coa_gfx in chultan_dwarf doesn't match existing sequence in greek
culture_template,1,Gfx culture byzantine_building_gfx in earthfast_dwarf doesn't match existing sequence in greek
culture_template,1,Gfx culture byzantine_clothing_gfx in earthfast_dwarf doesn't match existing sequence in greek
culture_template,1,Gfx culture eastern_unit_gfx in earthfast_dwarf doesn't match existing sequence in greek
culture_template,1,Gfx culture byzantine_group_coa_gfx in earthfast_dwarf doesn't match existing sequence in greek
culture_template,1,Gfx culture byzantine_building_gfx in earthroot_dwarf doesn't match existing sequence in greek
culture_template,1,Gfx culture byzantine_clothing_gfx in earthroot_dwarf doesn't match existing sequence in greek
culture_template,1,Gfx culture eastern_unit_gfx in earthroot_dwarf doesn't match existing sequence in greek
culture_template,1,Gfx culture byzantine_group_coa_gfx in earthroot_dwarf doesn't match existing sequence in greek
culture_template,1,Gfx culture byzantine_building_gfx in urdunnir doesn't match existing sequence in greek
culture_template,1,Gfx culture byzantine_clothing_gfx in urdunnir doesn't match existing sequence in greek
culture_template,1,Gfx culture eastern_unit_gfx in urdunnir doesn't match existing sequence in greek
culture_template,1,Gfx culture byzantine_group_coa_gfx in urdunnir doesn't match existing sequence in greek
culture_template,1,Gfx culture mena_building_gfx in dark_elf doesn't match existing sequence in hebrew
culture_template,1,Gfx culture turkic_clothing_gfx in dark_elf doesn't match existing sequence in mogyer
culture_template,1,Gfx culture mena_unit_gfx in dark_elf doesn't match existing sequence in bedouin
culture_template,1,Gfx culture turkic_group_coa_gfx in dark_elf doesn't match existing sequence in cuman
culture_template,1,Gfx culture mena_building_gfx in drow doesn't match existing sequence in hebrew
culture_template,1,Gfx culture turkic_clothing_gfx in drow doesn't match existing sequence in mogyer
culture_template,1,Gfx culture mena_unit_gfx in drow doesn't match existing sequence in bedouin
culture_template,1,Gfx culture turkic_group_coa_gfx in drow doesn't match existing sequence in cuman
culture_template,1,Gfx culture mena_building_gfx in lorendrow doesn't match existing sequence in hebrew
culture_template,1,Gfx culture turkic_clothing_gfx in lorendrow doesn't match existing sequence in mogyer
culture_template,1,Gfx culture mena_unit_gfx in lorendrow doesn't match existing sequence in bedouin
culture_template,1,Gfx culture turkic_group_coa_gfx in lorendrow doesn't match existing sequence in cuman
culture_template,1,Gfx culture mena_building_gfx in aevendrow doesn't match existing sequence in hebrew
culture_template,1,Gfx culture turkic_clothing_gfx in aevendrow doesn't match existing sequence in mogyer
culture_template,1,Gfx culture mena_unit_gfx in aevendrow doesn't match existing sequence in bedouin
culture_template,1,Gfx culture turkic_group_coa_gfx in aevendrow doesn't match existing sequence in cuman
culture_template,1,Gfx culture mena_building_gfx in crinti doesn't match existing sequence in hebrew
culture_template,1,Gfx culture turkic_clothing_gfx in crinti doesn't match existing sequence in mogyer
culture_template,1,Gfx culture mena_unit_gfx in crinti doesn't match existing sequence in bedouin
culture_template,1,Gfx culture turkic_group_coa_gfx in crinti doesn't match existing sequence in cuman
culture_template,1,Gfx culture mena_building_gfx in draegloth doesn't match existing sequence in hebrew
culture_template,1,Gfx culture turkic_clothing_gfx in draegloth doesn't match existing sequence in mogyer
culture_template,1,Gfx culture mena_unit_gfx in draegloth doesn't match existing sequence in bedouin
culture_template,1,Gfx culture turkic_group_coa_gfx in draegloth doesn't match existing sequence in cuman
culture_template,1,Gfx culture mediterranean_building_gfx in moon_elf doesn't match existing sequence in gothic
culture_template,1,Gfx culture mediterranean_building_gfx in sun_elf doesn't match existing sequence in gothic
culture_template,1,Gfx culture mediterranean_building_gfx in astral_elf doesn't match existing sequence in gothic
culture_template,1,Gfx culture mediterranean_building_gfx in feyri doesn't match existing sequence in gothic
culture_template,1,Gfx culture mediterranean_building_gfx in sea_elf doesn't match existing sequence in gothic
culture_template,1,Gfx culture mediterranean_building_gfx in snow_elf doesn't match existing sequence in gothic
culture_template,1,Gfx culture mediterranean_building_gfx in avariel doesn't match existing sequence in gothic
culture_template,1,Gfx culture mediterranean_building_gfx in llewyrr doesn't match existing sequence in gothic
culture_template,1,Gfx culture mediterranean_building_gfx in half_sun_elf doesn't match existing sequence in gothic
culture_template,1,Gfx culture mediterranean_building_gfx in half_moon_elf doesn't match existing sequence in gothic
culture_template,1,Gfx culture mediterranean_building_gfx in half_sea_elf doesn't match existing sequence in gothic
culture_template,1,Gfx culture northern_clothing_gfx in green_elf doesn't match existing sequence in latgalian
culture_template,1,Gfx culture northern_unit_gfx in green_elf doesn't match existing sequence in latgalian
culture_template,1,Gfx culture baltic_group_coa_gfx in green_elf doesn't match existing sequence in latgalian
culture_template,1,Gfx culture northern_clothing_gfx in yuir_elf doesn't match existing sequence in latgalian
culture_template,1,Gfx culture northern_unit_gfx in yuir_elf doesn't match existing sequence in latgalian
culture_template,1,Gfx culture baltic_group_coa_gfx in yuir_elf doesn't match existing sequence in latgalian
culture_template,1,Gfx culture northern_clothing_gfx in wood_elf doesn't match existing sequence in latgalian
culture_template,1,Gfx culture northern_unit_gfx in wood_elf doesn't match existing sequence in latgalian
culture_template,1,Gfx culture baltic_group_coa_gfx in wood_elf doesn't match existing sequence in latgalian
culture_template,1,Gfx culture northern_clothing_gfx in lythari doesn't match existing sequence in latgalian
culture_template,1,Gfx culture northern_unit_gfx in lythari doesn't match existing sequence in latgalian
culture_template,1,Gfx culture baltic_group_coa_gfx in lythari doesn't match existing sequence in latgalian
culture_template,1,Gfx culture african_building_gfx in poscadar doesn't match existing sequence in akan
culture_template,1,Gfx culture african_clothing_gfx in poscadar doesn't match existing sequence in akan
culture_template,1,Gfx culture northern_unit_gfx in poscadar doesn't match existing sequence in latgalian
culture_template,1,Gfx culture western_coa_gfx in poscadar doesn't match existing sequence in hungarian
culture_template,1,Gfx culture northern_clothing_gfx in half_wood_elf doesn't match existing sequence in latgalian
culture_template,1,Gfx culture northern_unit_gfx in half_wood_elf doesn't match existing sequence in latgalian
culture_template,1,Gfx culture baltic_group_coa_gfx in half_wood_elf doesn't match existing sequence in latgalian
culture_template,1,Gfx culture northern_clothing_gfx in half_green_elf doesn't match existing sequence in latgalian
culture_template,1,Gfx culture northern_unit_gfx in half_green_elf doesn't match existing sequence in latgalian
culture_template,1,Gfx culture baltic_group_coa_gfx in half_green_elf doesn't match existing sequence in latgalian
culture_template,1,Gfx culture western_building_gfx in eladrin doesn't match existing sequence in latgalian
culture_template,1,Gfx culture northern_clothing_gfx in eladrin doesn't match existing sequence in latgalian
culture_template,1,Gfx culture northern_unit_gfx in eladrin doesn't match existing sequence in latgalian
culture_template,1,Gfx culture baltic_group_coa_gfx in eladrin doesn't match existing sequence in latgalian
culture_template,1,Gfx culture western_building_gfx in star_elf doesn't match existing sequence in latgalian
culture_template,1,Gfx culture northern_clothing_gfx in star_elf doesn't match existing sequence in latgalian
culture_template,1,Gfx culture northern_unit_gfx in star_elf doesn't match existing sequence in latgalian
culture_template,1,Gfx culture baltic_group_coa_gfx in star_elf doesn't match existing sequence in latgalian
culture_template,1,Gfx culture western_building_gfx in shadar_kai doesn't match existing sequence in latgalian
culture_template,1,Gfx culture northern_clothing_gfx in shadar_kai doesn't match existing sequence in latgalian
culture_template,1,Gfx culture northern_unit_gfx in shadar_kai doesn't match existing sequence in latgalian
culture_template,1,Gfx culture baltic_group_coa_gfx in shadar_kai doesn't match existing sequence in latgalian
culture_template,1,Gfx culture western_building_gfx in maraloi doesn't match existing sequence in latgalian
culture_template,1,Gfx culture northern_clothing_gfx in maraloi doesn't match existing sequence in latgalian
culture_template,1,Gfx culture northern_unit_gfx in maraloi doesn't match existing sequence in latgalian
culture_template,1,Gfx culture baltic_group_coa_gfx in maraloi doesn't match existing sequence in latgalian
culture_template,1,Gfx culture western_building_gfx in leshay doesn't match existing sequence in latgalian
culture_template,1,Gfx culture northern_clothing_gfx in leshay doesn't match existing sequence in latgalian
culture_template,1,Gfx culture northern_unit_gfx in leshay doesn't match existing sequence in latgalian
culture_template,1,Gfx culture baltic_group_coa_gfx in leshay doesn't match existing sequence in latgalian
culture_template,1,Gfx culture western_building_gfx in half_eladrin doesn't match existing sequence in latgalian
culture_template,1,Gfx culture northern_clothing_gfx in half_eladrin doesn't match existing sequence in latgalian
culture_template,1,Gfx culture northern_unit_gfx in half_eladrin doesn't match existing sequence in latgalian
culture_template,1,Gfx culture baltic_group_coa_gfx in half_eladrin doesn't match existing sequence in latgalian
culture_template,1,Gfx culture western_building_gfx in half_shadar_kai doesn't match existing sequence in latgalian
culture_template,1,Gfx culture northern_clothing_gfx in half_shadar_kai doesn't match existing sequence in latgalian
culture_template,1,Gfx culture northern_unit_gfx in half_shadar_kai doesn't match existing sequence in latgalian
culture_template,1,Gfx culture baltic_group_coa_gfx in half_shadar_kai doesn't match existing sequence in latgalian
culture_template,1,Gfx culture byzantine_building_gfx in cloud_giant doesn't match existing sequence in greek
culture_template,1,Gfx culture byzantine_clothing_gfx in cloud_giant doesn't match existing sequence in greek
culture_template,1,Gfx culture norse_unit_gfx in cloud_giant doesn't match existing sequence in norse
culture_template,1,Gfx culture byzantine_group_coa_gfx in cloud_giant doesn't match existing sequence in greek
culture_template,1,Gfx culture byzantine_building_gfx in fire_giant doesn't match existing sequence in greek
culture_template,1,Gfx culture byzantine_clothing_gfx in fire_giant doesn't match existing sequence in greek
culture_template,1,Gfx culture norse_unit_gfx in fire_giant doesn't match existing sequence in norse
culture_template,1,Gfx culture byzantine_group_coa_gfx in fire_giant doesn't match existing sequence in greek
culture_template,1,Gfx culture norse_building_gfx in frost_giant doesn't match existing sequence in norse
culture_template,1,Gfx culture fpN_norse_clothing_gfx in frost_giant doesn't match existing sequence in norse
culture_template,1,Gfx culture norse_unit_gfx in frost_giant doesn't match existing sequence in norse
culture_template,1,Gfx culture norse_building_gfx in fog_giant doesn't match existing sequence in norse
culture_template,1,Gfx culture fpN_norse_clothing_gfx in fog_giant doesn't match existing sequence in norse
culture_template,1,Gfx culture norse_unit_gfx in fog_giant doesn't match existing sequence in norse
culture_template,1,Gfx culture norse_building_gfx in hill_giant doesn't match existing sequence in norse
culture_template,1,Gfx culture fpN_norse_clothing_gfx in hill_giant doesn't match existing sequence in norse
culture_template,1,Gfx culture norse_unit_gfx in hill_giant doesn't match existing sequence in norse
culture_template,1,Gfx culture norse_building_gfx in mountain_giant doesn't match existing sequence in norse
culture_template,1,Gfx culture fpN_norse_clothing_gfx in mountain_giant doesn't match existing sequence in norse
culture_template,1,Gfx culture norse_unit_gfx in mountain_giant doesn't match existing sequence in norse
culture_template,1,Gfx culture norse_building_gfx in stone_giant doesn't match existing sequence in norse
culture_template,1,Gfx culture fpN_norse_clothing_gfx in stone_giant doesn't match existing sequence in norse
culture_template,1,Gfx culture norse_unit_gfx in stone_giant doesn't match existing sequence in norse
culture_template,1,Gfx culture norse_building_gfx in ash_giant doesn't match existing sequence in norse
culture_template,1,Gfx culture fpN_norse_clothing_gfx in ash_giant doesn't match existing sequence in norse
culture_template,1,Gfx culture norse_unit_gfx in ash_giant doesn't match existing sequence in norse
culture_template,1,Gfx culture byzantine_building_gfx in storm_giant doesn't match existing sequence in greek
culture_template,1,Gfx culture byzantine_clothing_gfx in storm_giant doesn't match existing sequence in greek
culture_template,1,Gfx culture norse_unit_gfx in storm_giant doesn't match existing sequence in norse
culture_template,1,Gfx culture byzantine_group_coa_gfx in storm_giant doesn't match existing sequence in greek
culture_template,1,Gfx culture norse_building_gfx in fomorian doesn't match existing sequence in norse
culture_template,1,Gfx culture fpN_norse_clothing_gfx in fomorian doesn't match existing sequence in norse
culture_template,1,Gfx culture norse_unit_gfx in fomorian doesn't match existing sequence in norse
culture_template,1,Gfx culture norse_building_gfx in ogre doesn't match existing sequence in norse
culture_template,1,Gfx culture fpN_norse_clothing_gfx in ogre doesn't match existing sequence in norse
culture_template,1,Gfx culture norse_unit_gfx in ogre doesn't match existing sequence in norse
culture_template,1,Gfx culture western_building_gfx in ogrima doesn't match existing sequence in latgalian
culture_template,1,Gfx culture sami_clothing_gfx in ogrima doesn't match existing sequence in sami
culture_template,1,Gfx culture norse_unit_gfx in ogrima doesn't match existing sequence in norse
culture_template,1,Gfx culture balto_finnic_group_coa_gfx in ogrima doesn't match existing sequence in finnish
culture_template,1,Gfx culture western_building_gfx in merrow doesn't match existing sequence in latgalian
culture_template,1,Gfx culture sami_clothing_gfx in merrow doesn't match existing sequence in sami
culture_template,1,Gfx culture norse_unit_gfx in merrow doesn't match existing sequence in norse
culture_template,1,Gfx culture balto_finnic_group_coa_gfx in merrow doesn't match existing sequence in finnish
culture_template,1,Gfx culture western_building_gfx in ogre_magi doesn't match existing sequence in latgalian
culture_template,1,Gfx culture sami_clothing_gfx in ogre_magi doesn't match existing sequence in sami
culture_template,1,Gfx culture norse_unit_gfx in ogre_magi doesn't match existing sequence in norse
culture_template,1,Gfx culture balto_finnic_group_coa_gfx in ogre_magi doesn't match existing sequence in finnish
culture_template,1,Gfx culture western_building_gfx in red_oni doesn't match existing sequence in latgalian
culture_template,1,Gfx culture sami_clothing_gfx in red_oni doesn't match existing sequence in sami
culture_template,1,Gfx culture norse_unit_gfx in red_oni doesn't match existing sequence in norse
culture_template,1,Gfx culture balto_finnic_group_coa_gfx in red_oni doesn't match existing sequence in finnish
culture_template,1,Gfx culture norse_building_gfx in voadkyn doesn't match existing sequence in norse
culture_template,1,Gfx culture fpN_norse_clothing_gfx in voadkyn doesn't match existing sequence in norse
culture_template,1,Gfx culture norse_unit_gfx in voadkyn doesn't match existing sequence in norse
culture_template,1,Gfx culture norse_coa_gfx in voadkyn doesn't match existing sequence in norse
culture_template,1,Gfx culture norse_building_gfx in verbeeg doesn't match existing sequence in norse
culture_template,1,Gfx culture fpN_norse_clothing_gfx in verbeeg doesn't match existing sequence in norse
culture_template,1,Gfx culture norse_unit_gfx in verbeeg doesn't match existing sequence in norse
culture_template,1,Gfx culture norse_coa_gfx in verbeeg doesn't match existing sequence in norse
culture_template,1,Gfx culture norse_building_gfx in firbolg doesn't match existing sequence in norse
culture_template,1,Gfx culture fpN_norse_clothing_gfx in firbolg doesn't match existing sequence in norse
culture_template,1,Gfx culture norse_unit_gfx in firbolg doesn't match existing sequence in norse
culture_template,1,Gfx culture norse_coa_gfx in firbolg doesn't match existing sequence in norse
culture_template,1,Gfx culture norse_building_gfx in half_ogre doesn't match existing sequence in norse
culture_template,1,Gfx culture fpN_norse_clothing_gfx in half_ogre doesn't match existing sequence in norse
culture_template,1,Gfx culture norse_unit_gfx in half_ogre doesn't match existing sequence in norse
culture_template,1,Gfx culture mena_building_gfx in desert_giant doesn't match existing sequence in hebrew
culture_template,1,Gfx culture mena_clothing_gfx in desert_giant doesn't match existing sequence in ethiopian
culture_template,1,Gfx culture mena_unit_gfx in desert_giant doesn't match existing sequence in bedouin
culture_template,1,Gfx culture arabic_group_coa_gfx in desert_giant doesn't match existing sequence in bedouin
culture_template,1,Gfx culture african_building_gfx in jungle_giant doesn't match existing sequence in akan
culture_template,1,Gfx culture african_clothing_gfx in jungle_giant doesn't match existing sequence in akan
culture_template,1,Gfx culture mena_unit_gfx in jungle_giant doesn't match existing sequence in bedouin
culture_template,1,Gfx culture western_coa_gfx in jungle_giant doesn't match existing sequence in hungarian
culture_template,1,Gfx culture african_building_gfx in reef_giant doesn't match existing sequence in akan
culture_template,1,Gfx culture african_clothing_gfx in reef_giant doesn't match existing sequence in akan
culture_template,1,Gfx culture mena_unit_gfx in reef_giant doesn't match existing sequence in bedouin
culture_template,1,Gfx culture western_coa_gfx in reef_giant doesn't match existing sequence in hungarian
culture_template,1,Gfx culture african_building_gfx in island_giant doesn't match existing sequence in akan
culture_template,1,Gfx culture african_clothing_gfx in island_giant doesn't match existing sequence in akan
culture_template,1,Gfx culture mena_unit_gfx in island_giant doesn't match existing sequence in bedouin
culture_template,1,Gfx culture western_coa_gfx in island_giant doesn't match existing sequence in hungarian
culture_template,1,Gfx culture mena_building_gfx in earth_titan doesn't match existing sequence in hebrew
culture_template,1,Gfx culture mena_clothing_gfx in earth_titan doesn't match existing sequence in ethiopian
culture_template,1,Gfx culture northern_unit_gfx in earth_titan doesn't match existing sequence in latgalian
culture_template,1,Gfx culture arabic_group_coa_gfx in earth_titan doesn't match existing sequence in bedouin
culture_template,1,Gfx culture mena_building_gfx in sand_giant doesn't match existing sequence in hebrew
culture_template,1,Gfx culture mena_clothing_gfx in sand_giant doesn't match existing sequence in ethiopian
culture_template,1,Gfx culture northern_unit_gfx in sand_giant doesn't match existing sequence in latgalian
culture_template,1,Gfx culture arabic_group_coa_gfx in sand_giant doesn't match existing sequence in bedouin
culture_template,1,Gfx culture western_building_gfx in troll doesn't match existing sequence in latgalian
culture_template,1,Gfx culture ugro_permian_clothing_gfx in troll doesn't match existing sequence in vepsian
culture_template,1,Gfx culture northern_unit_gfx in troll doesn't match existing sequence in latgalian
culture_template,1,Gfx culture ugro_permian_group_coa_gfx in troll doesn't match existing sequence in komi
culture_template,1,Gfx culture western_building_gfx in goliath doesn't match existing sequence in latgalian
culture_template,1,Gfx culture sami_clothing_gfx in goliath doesn't match existing sequence in sami
culture_template,1,Gfx culture northern_unit_gfx in goliath doesn't match existing sequence in latgalian
culture_template,1,Gfx culture balto_finnic_group_coa_gfx in goliath doesn't match existing sequence in finnish
culture_template,1,Gfx culture western_building_gfx in storm_goliath doesn't match existing sequence in latgalian
culture_template,1,Gfx culture sami_clothing_gfx in storm_goliath doesn't match existing sequence in sami
culture_template,1,Gfx culture northern_unit_gfx in storm_goliath doesn't match existing sequence in latgalian
culture_template,1,Gfx culture balto_finnic_group_coa_gfx in storm_goliath doesn't match existing sequence in finnish
culture_template,1,Gfx culture western_building_gfx in cloud_goliath doesn't match existing sequence in latgalian
culture_template,1,Gfx culture sami_clothing_gfx in cloud_goliath doesn't match existing sequence in sami
culture_template,1,Gfx culture northern_unit_gfx in cloud_goliath doesn't match existing sequence in latgalian
culture_template,1,Gfx culture balto_finnic_group_coa_gfx in cloud_goliath doesn't match existing sequence in finnish
culture_template,1,Gfx culture western_building_gfx in fire_goliath doesn't match existing sequence in latgalian
culture_template,1,Gfx culture sami_clothing_gfx in fire_goliath doesn't match existing sequence in sami
culture_template,1,Gfx culture northern_unit_gfx in fire_goliath doesn't match existing sequence in latgalian
culture_template,1,Gfx culture balto_finnic_group_coa_gfx in fire_goliath doesn't match existing sequence in finnish
