id,kind,faerun_file,vanilla_file,status,changed_keys,uses_faerun_mechanic,vanilla_dup_count,faerun_dup_count
100210,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100211,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100212,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100213,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100214,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100215,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
10022,narrative_event,events/legends_events.txt,events/legends_events.txt,kept,,,1,1
100220,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,modified,option,disease;job_titles,1,1
100221,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,modified,option,disease,1,1
100222,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100223,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100224,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100225,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100226,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
10023,narrative_event,events/legends_events.txt,events/legends_events.txt,kept,,,1,1
100230,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,modified,option;trigger,,1,1
100231,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100232,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100233,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100234,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100235,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
10024,narrative_event,events/legends_events.txt,events/legends_events.txt,kept,,,1,1
100240,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100241,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100242,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100243,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100244,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
10025,narrative_event,events/legends_events.txt,events/legends_events.txt,kept,,,1,1
100250,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100251,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100252,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100253,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100254,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
10026,narrative_event,events/legends_events.txt,events/legends_events.txt,kept,,,1,1
100260,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100261,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100262,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100263,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100264,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
1003,character_event,events/personality_traits_events.txt,events/personality_traits_events.txt,kept,,,1,1
10030,narrative_event,events/legends_events.txt,events/legends_events.txt,kept,,,1,1
10031,narrative_event,events/legends_events.txt,events/legends_events.txt,kept,,,1,1
10032,narrative_event,events/legends_events.txt,events/legends_events.txt,kept,,,1,1
10033,narrative_event,events/legends_events.txt,events/legends_events.txt,kept,,,1,1
100350,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100351,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100352,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100353,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100354,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
1004,character_event,events/personality_traits_events.txt,events/personality_traits_events.txt,modified,option,,1,1
10040,narrative_event,events/legends_events.txt,events/legends_events.txt,modified,option,,1,1
100400,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,modified,immediate;only_men;trigger,,1,1
100401,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100402,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
10041,narrative_event,events/legends_events.txt,events/legends_events.txt,modified,option,,1,1
100410,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,modified,immediate;only_men;trigger,disease,1,1
100411,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100412,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100413,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100414,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100415,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
10042,narrative_event,events/legends_events.txt,events/legends_events.txt,modified,option,,1,1
100420,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,modified,only_men;trigger,,1,1
100421,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100422,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100423,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100424,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100425,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100426,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100427,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100428,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100429,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100440,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,modified,option;religion_group;trigger,,1,1
100441,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,modified,option,,1,1
100442,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,modified,option,,1,1
100443,letter_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100444,letter_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100445,letter_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100450,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,modified,option;trigger,,1,1
100451,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100452,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100453,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100460,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,modified,trigger,,1,1
100461,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100462,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100470,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,modified,option;trigger,,1,1
100471,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100472,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100480,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100481,letter_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
1005,character_event,events/personality_traits_events.txt,events/personality_traits_events.txt,kept,,,1,1
100500,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,modified,religion_group,,1,1
100501,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100502,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100503,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100510,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,modified,option,,1,1
100511,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100512,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100513,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,modified,option,,1,1
100514,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100520,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,modified,option;trigger,disease,1,1
100521,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100522,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,modified,option,disease,1,1
100523,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,disease;job_titles,1,1
100524,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,modified,option,,1,1
100525,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100526,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100527,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100530,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,modified,option;trigger,,1,1
100531,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100532,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100533,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,modified,option,,1,1
100534,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,modified,option,,1,1
100535,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100536,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100537,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100538,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100540,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,modified,only_men,,1,1
100541,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100542,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100543,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,modified,option,,1,1
100544,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,modified,option,,1,1
100545,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100546,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100547,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100550,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,modified,option;religion_group;trigger,,1,1
100551,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100552,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100553,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100554,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
100555,character_event,events/friends_rivals_events.txt,events/friends_rivals_events.txt,kept,,,1,1
1006,character_event,events/personality_traits_events.txt,events/personality_traits_events.txt,kept,,,1,1
1007,character_event,events/personality_traits_events.txt,events/personality_traits_events.txt,kept,,,1,1
1008,character_event,events/personality_traits_events.txt,events/personality_traits_events.txt,kept,,,1,1
1009,character_event,events/personality_traits_events.txt,events/personality_traits_events.txt,kept,,,1,1
1010,character_event,events/personality_traits_events.txt,events/personality_traits_events.txt,kept,,,1,1
10100,narrative_event,events/legends_events.txt,events/legends_events.txt,modified,trigger,,1,1
10101,narrative_event,events/legends_events.txt,events/legends_events.txt,kept,,,1,1
10102,narrative_event,events/legends_events.txt,events/legends_events.txt,kept,,,1,1
10103,narrative_event,events/legends_events.txt,events/legends_events.txt,modified,option,,1,1
10104,narrative_event,events/legends_events.txt,events/legends_events.txt,kept,,,1,1
10105,narrative_event,events/legends_events.txt,events/legends_events.txt,kept,,,1,1
10106,narrative_event,events/legends_events.txt,events/legends_events.txt,kept,,,1,1
10107,narrative_event,events/legends_events.txt,events/legends_events.txt,kept,,,1,1
10108,narrative_event,events/legends_events.txt,events/legends_events.txt,kept,,,1,1
10109,narrative_event,events/legends_events.txt,events/legends_events.txt,kept,,,1,1
1011,character_event,events/personality_traits_events.txt,events/personality_traits_events.txt,kept,,,1,1
