path,width,height,format,mips,bytes,top_mip_bytes,canvas_fraction,map_sized
terrain/gen_steppe_mountain_transition_diffuse.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/gen_steppe_mountain_transition_normal.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/gen_steppe_mountain_transition_properties.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/gen_tropical_base_diffuse.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/gen_tropical_base_normal.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/gen_tropical_base_properties.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/gen_tropical_hills_diffuse.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/gen_tropical_hills_normal.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/gen_tropical_hills_properties.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/gen_tropical_lowlands_02_diffuse.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/gen_tropical_lowlands_02_normal.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/gen_tropical_lowlands_02_properties.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/gen_tropical_lowlands_03_diffuse.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/gen_tropical_lowlands_03_normal.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/gen_tropical_lowlands_03_properties.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/gen_tropical_lowlands_diffuse.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/gen_tropical_lowlands_normal.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/gen_tropical_lowlands_properties.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/gen_tropical_mountain_diffuse.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/gen_tropical_mountain_normal.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/gen_tropical_mountain_properties.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/gen_tropical_mountain_transition_diffuse.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/gen_tropical_mountain_transition_normal.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/gen_tropical_mountain_transition_properties.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/hills_01_diffuse.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/hills_01_normal.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/hills_01_properties.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/hills_01_rocks_diffuse.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/hills_01_rocks_medi_diffuse.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/hills_01_rocks_medi_normal.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/hills_01_rocks_medi_properties.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/hills_01_rocks_normal.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/hills_01_rocks_properties.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/hills_01_rocks_small_diffuse.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/hills_01_rocks_small_normal.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/hills_01_rocks_small_properties.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/india_farmlands_diffuse.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/india_farmlands_normal.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/india_farmlands_properties.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/masks/_debug_mask.png,9216,4608,GRAY8,1,7343018,42467328,1.0,yes
terrain/masks/beach_02_mask.png,9216,4608,GRAY8,1,4093444,42467328,1.0,yes
terrain/masks/beach_02_mediterranean_mask.png,9216,4608,GRAY8,1,1496336,42467328,1.0,yes
terrain/masks/beach_02_pebbles_mask.png,9216,4608,GRAY8,1,830307,42467328,1.0,yes
terrain/masks/central_lowlands_02_mask.png,9216,4608,GRAY8,1,300659,42467328,1.0,yes
terrain/masks/central_lowlands_03_mask.png,9216,4608,GRAY8,1,297505,42467328,1.0,yes
terrain/masks/central_mountain_mask.png,9216,4608,GRAY8,1,366799,42467328,1.0,yes
terrain/masks/coastline_cliff_desert_mask.png,9216,4608,GRAY8,1,1057546,42467328,1.0,yes
terrain/masks/coastline_cliff_grey_mask.png,9216,4608,GRAY8,1,934327,42467328,1.0,yes
terrain/masks/desert_01_mask.png,9216,4608,GRAY8,1,335679,42467328,1.0,yes
terrain/masks/desert_02_mask.png,9216,4608,GRAY8,1,1391316,42467328,1.0,yes
terrain/masks/desert_cracked_mask.png,9216,4608,GRAY8,1,989125,42467328,1.0,yes
terrain/masks/desert_flat_01_mask.png,9216,4608,GRAY8,1,353542,42467328,1.0,yes
terrain/masks/desert_rocky_mask.png,9216,4608,GRAY8,1,2430660,42467328,1.0,yes
terrain/masks/desert_wavy_01_larger_mask.png,9216,4608,GRAY8,1,1391648,42467328,1.0,yes
terrain/masks/desert_wavy_01_mask.png,9216,4608,GRAY8,1,2748480,42467328,1.0,yes
terrain/masks/drought_cracks_mask.png,9216,4608,GRAY8,1,185697,42467328,1.0,yes
terrain/masks/drought_mask.png,9216,4608,GRAY8,1,185697,42467328,1.0,yes
terrain/masks/drylands_01_cracked_mask.png,9216,4608,GRAY8,1,815209,42467328,1.0,yes
terrain/masks/drylands_01_grassy_diffuse.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/masks/drylands_01_grassy_mask.png,9216,4608,GRAY8,1,3355274,42467328,1.0,yes
terrain/masks/drylands_01_mask.png,9216,4608,GRAY8,1,2077582,42467328,1.0,yes
terrain/masks/farm_paddy_01_mask.png,9216,4608,GRAY8,1,373039,42467328,1.0,yes
terrain/masks/farmland_01_mask.png,9216,4608,GRAY8,1,300120,42467328,1.0,yes
terrain/masks/flood_mask.png,9216,4608,GRAY8,1,185697,42467328,1.0,yes
terrain/masks/floodplains_01_mask.png,9216,4608,GRAY8,1,443381,42467328,1.0,yes
terrain/masks/forest_jungle_01_mask.png,9216,4608,GRAY8,1,2214184,42467328,1.0,yes
terrain/masks/forest_leaf_01_mask.png,9216,4608,GRAY8,1,1378332,42467328,1.0,yes
terrain/masks/forest_pine_01_mask.png,9216,4608,GRAY8,1,2235771,42467328,1.0,yes
terrain/masks/forestfloor_mask.png,9216,4608,GRAY8,1,1729622,42467328,1.0,yes
terrain/masks/hills_01_mask.png,9216,4608,GRAY8,1,2769527,42467328,1.0,yes
terrain/masks/hills_01_rocks_mask.png,9216,4608,GRAY8,1,1938024,42467328,1.0,yes
terrain/masks/hills_01_rocks_medi_mask.png,9216,4608,GRAY8,1,1752048,42467328,1.0,yes
terrain/masks/hills_01_rocks_small_mask.png,9216,4608,GRAY8,1,1508992,42467328,1.0,yes
terrain/masks/india_farmlands_mask.png,9216,4608,GRAY8,1,308361,42467328,1.0,yes
terrain/masks/medi_dry_mud_mask.png,9216,4608,GRAY8,1,1006546,42467328,1.0,yes
terrain/masks/medi_farmlands_mask.png,9216,4608,GRAY8,1,258721,42467328,1.0,yes
terrain/masks/medi_grass_01_mask.png,9216,4608,GRAY8,1,1217763,42467328,1.0,yes
terrain/masks/medi_lumpy_grass_mask.png,9216,4608,GRAY8,1,217032,42467328,1.0,yes
terrain/masks/medi_noisy_grass_mask.png,9216,4608,GRAY8,1,329333,42467328,1.0,yes
terrain/masks/mountain_02_b_mask.png,9216,4608,GRAY8,1,413432,42467328,1.0,yes
terrain/masks/mountain_02_c_mask.png,9216,4608,GRAY8,1,85676,42467328,1.0,yes
terrain/masks/mountain_02_c_snow_mask.png,9216,4608,GRAY8,1,292395,42467328,1.0,yes
terrain/masks/mountain_02_d_desert_mask.png,9216,4608,GRAY8,1,1046074,42467328,1.0,yes
terrain/masks/mountain_02_d_mask.png,9216,4608,GRAY8,1,172501,42467328,1.0,yes
terrain/masks/mountain_02_d_snow_mask.png,9216,4608,GRAY8,1,116730,42467328,1.0,yes
terrain/masks/mountain_02_d_valleys_mask.png,9216,4608,GRAY8,1,115905,42467328,1.0,yes
terrain/masks/mountain_02_desert_c_mask.png,9216,4608,GRAY8,1,437461,42467328,1.0,yes
terrain/masks/mountain_02_desert_mask_old.png,9216,4608,GRAY8,1,733259,42467328,1.0,yes
terrain/masks/mountain_02_mask.png,9216,4608,GRAY8,1,519624,42467328,1.0,yes
terrain/masks/mountain_02_snow_mask.png,9216,4608,GRAY8,1,197908,42467328,1.0,yes
terrain/masks/mountain_03_mask.png,9216,4608,GRAY8,1,246623,42467328,1.0,yes
terrain/masks/mud_wet_01_mask.png,9216,4608,GRAY8,1,431285,42467328,1.0,yes
terrain/masks/northern_hills_01_mask.png,9216,4608,GRAY8,1,46147,42467328,1.0,yes
terrain/masks/northern_plains_01_mask.png,9216,4608,GRAY8,1,711296,42467328,1.0,yes
terrain/masks/oasis_mask.png,9216,4608,GRAY8,1,291599,42467328,1.0,yes
terrain/masks/plains_01_dry_mask.png,9216,4608,GRAY8,1,2025222,42467328,1.0,yes
terrain/masks/plains_01_dry_mud_mask.png,9216,4608,GRAY8,1,2066310,42467328,1.0,yes
terrain/masks/plains_01_mask.png,9216,4608,GRAY8,1,3332140,42467328,1.0,yes
terrain/masks/plains_01_noisy_mask.png,9216,4608,GRAY8,1,1626237,42467328,1.0,yes
terrain/masks/plains_01_rough_mask.png,9216,4608,GRAY8,1,3104865,42467328,1.0,yes
terrain/masks/snow_mask.png,9216,4608,GRAY8,1,921719,42467328,1.0,yes
terrain/masks/steppe_01_mask.png,9216,4608,GRAY8,1,3443703,42467328,1.0,yes
terrain/masks/steppe_bushes_mask.png,9216,4608,GRAY8,1,2643776,42467328,1.0,yes
terrain/masks/steppe_grass_mask.png,9216,4608,GRAY8,1,1381612,42467328,1.0,yes
terrain/masks/steppe_rocks_mask.png,9216,4608,GRAY8,1,1035647,42467328,1.0,yes
terrain/masks/summer_grass_mask.png,9216,4608,GRAY8,1,186272,42467328,1.0,yes
terrain/masks/wetlands_02_mask.png,9216,4608,GRAY8,1,635601,42467328,1.0,yes
terrain/masks/wetlands_02_mud_mask.png,9216,4608,GRAY8,1,289673,42467328,1.0,yes
terrain/masks/winter_effect_mask.png,9216,4608,GRAY8,1,185697,42467328,1.0,yes
terrain/masks_gen/drylands_02_mask.png,9216,4608,GRAY8,1,42591,42467328,1.0,yes
terrain/masks_gen/gen_beach_01_mask.png,9216,4608,GRAY8,1,42591,42467328,1.0,yes
terrain/masks_gen/gen_central_base_mask.png,9216,4608,GRAY8,1,4204146,42467328,1.0,yes
terrain/masks_gen/gen_central_hills_mask.png,9216,4608,GRAY8,1,4645399,42467328,1.0,yes
terrain/masks_gen/gen_central_lowlands_02_mask.png,9216,4608,GRAY8,1,6216505,42467328,1.0,yes
terrain/masks_gen/gen_central_lowlands_03_mask.png,9216,4608,GRAY8,1,5800439,42467328,1.0,yes
terrain/masks_gen/gen_central_lowlands_mask.png,9216,4608,GRAY8,1,6032373,42467328,1.0,yes
terrain/masks_gen/gen_central_mountain_mask.png,9216,4608,GRAY8,1,2407147,42467328,1.0,yes
terrain/masks_gen/gen_central_mountain_transition_mask.png,9216,4608,GRAY8,1,2447261,42467328,1.0,yes
terrain/masks_gen/gen_desert_base_mask.png,9216,4608,GRAY8,1,4389525,42467328,1.0,yes
terrain/masks_gen/gen_desert_hills_mask.png,9216,4608,GRAY8,1,2582024,42467328,1.0,yes
terrain/masks_gen/gen_desert_lowlands_02_mask.png,9216,4608,GRAY8,1,5019403,42467328,1.0,yes
terrain/masks_gen/gen_desert_lowlands_03_mask.png,9216,4608,GRAY8,1,3518322,42467328,1.0,yes
terrain/masks_gen/gen_desert_lowlands_04_mask.png,9216,4608,GRAY8,1,2514714,42467328,1.0,yes
terrain/masks_gen/gen_desert_lowlands_mask.png,9216,4608,GRAY8,1,772964,42467328,1.0,yes
terrain/masks_gen/gen_desert_mountain_mask.png,9216,4608,GRAY8,1,1647792,42467328,1.0,yes
terrain/masks_gen/gen_desert_mountain_transition_mask.png,9216,4608,GRAY8,1,1378393,42467328,1.0,yes
terrain/masks_gen/gen_drylands_base_mask.png,9216,4608,GRAY8,1,2978588,42467328,1.0,yes
terrain/masks_gen/gen_drylands_hills_mask.png,9216,4608,GRAY8,1,3594575,42467328,1.0,yes
terrain/masks_gen/gen_drylands_lowlands_02_mask.png,9216,4608,GRAY8,1,5160851,42467328,1.0,yes
terrain/masks_gen/gen_drylands_lowlands_03_mask.png,9216,4608,GRAY8,1,4850787,42467328,1.0,yes
terrain/masks_gen/gen_drylands_lowlands_mask.png,9216,4608,GRAY8,1,4997220,42467328,1.0,yes
terrain/masks_gen/gen_drylands_mountain_mask.png,9216,4608,GRAY8,1,2078069,42467328,1.0,yes
terrain/masks_gen/gen_drylands_mountain_transition_mask.png,9216,4608,GRAY8,1,1784411,42467328,1.0,yes
terrain/masks_gen/gen_mediterranean_base_mask.png,9216,4608,GRAY8,1,898680,42467328,1.0,yes
terrain/masks_gen/gen_mediterranean_hills_mask.png,9216,4608,GRAY8,1,960224,42467328,1.0,yes
terrain/masks_gen/gen_mediterranean_lowlands_02_mask.png,9216,4608,GRAY8,1,1058510,42467328,1.0,yes
terrain/masks_gen/gen_mediterranean_lowlands_03_mask.png,9216,4608,GRAY8,1,1006070,42467328,1.0,yes
terrain/masks_gen/gen_mediterranean_lowlands_mask.png,9216,4608,GRAY8,1,989814,42467328,1.0,yes
terrain/masks_gen/gen_mediterranean_mountain_mask.png,9216,4608,GRAY8,1,592410,42467328,1.0,yes
terrain/masks_gen/gen_mediterranean_mountain_transition_mask.png,9216,4608,GRAY8,1,615659,42467328,1.0,yes
terrain/masks_gen/gen_northern_base_mask.png,9216,4608,GRAY8,1,1898671,42467328,1.0,yes
terrain/masks_gen/gen_northern_hills_mask.png,9216,4608,GRAY8,1,2115472,42467328,1.0,yes
terrain/masks_gen/gen_northern_lowlands_02_mask.png,9216,4608,GRAY8,1,4599604,42467328,1.0,yes
terrain/masks_gen/gen_northern_lowlands_03_mask.png,9216,4608,GRAY8,1,4599444,42467328,1.0,yes
terrain/masks_gen/gen_northern_lowlands_mask.png,9216,4608,GRAY8,1,4345944,42467328,1.0,yes
terrain/masks_gen/gen_northern_mountain_mask.png,9216,4608,GRAY8,1,1299650,42467328,1.0,yes
terrain/masks_gen/gen_northern_mountain_transition_mask.png,9216,4608,GRAY8,1,1172841,42467328,1.0,yes
terrain/masks_gen/gen_steppe_base_mask.png,9216,4608,GRAY8,1,2242011,42467328,1.0,yes
terrain/masks_gen/gen_steppe_hills_mask.png,9216,4608,GRAY8,1,1570507,42467328,1.0,yes
terrain/masks_gen/gen_steppe_lowlands_02_mask.png,9216,4608,GRAY8,1,2360281,42467328,1.0,yes
terrain/masks_gen/gen_steppe_lowlands_03_mask.png,9216,4608,GRAY8,1,2284919,42467328,1.0,yes
terrain/masks_gen/gen_steppe_lowlands_mask.png,9216,4608,GRAY8,1,2195714,42467328,1.0,yes
terrain/masks_gen/gen_steppe_mountain_mask.png,9216,4608,GRAY8,1,762618,42467328,1.0,yes
terrain/masks_gen/gen_steppe_mountain_transition_mask.png,9216,4608,GRAY8,1,929958,42467328,1.0,yes
terrain/masks_gen/gen_tropical_base_mask.png,9216,4608,GRAY8,1,1541937,42467328,1.0,yes
terrain/masks_gen/gen_tropical_hills_mask.png,9216,4608,GRAY8,1,2114992,42467328,1.0,yes
terrain/masks_gen/gen_tropical_lowlands_02_mask.png,9216,4608,GRAY8,1,3148475,42467328,1.0,yes
terrain/masks_gen/gen_tropical_lowlands_03_mask.png,9216,4608,GRAY8,1,2505183,42467328,1.0,yes
terrain/masks_gen/gen_tropical_lowlands_mask.png,9216,4608,GRAY8,1,1091699,42467328,1.0,yes
terrain/masks_gen/gen_tropical_mountain_mask.png,9216,4608,GRAY8,1,833112,42467328,1.0,yes
terrain/masks_gen/gen_tropical_mountain_transition_mask.png,9216,4608,GRAY8,1,1202694,42467328,1.0,yes
terrain/material_diffuse19.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/material_neutral.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/medi_dry_mud_diffuse.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/medi_dry_mud_normal.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/medi_dry_mud_properties.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/medi_farmlands_diffuse.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/medi_farmlands_normal.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/medi_farmlands_properties.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/medi_grass_01_diffuse.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/medi_grass_01_normal.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/medi_grass_01_properties.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/medi_lumpy_grass_diffuse.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/medi_lumpy_grass_normal.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/medi_lumpy_grass_properties.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/medi_noisy_grass_diffuse.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/medi_noisy_grass_normal.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/medi_noisy_grass_properties.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/mountain_02_b_diffuse.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/mountain_02_b_normal.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/mountain_02_b_properties.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/mountain_02_c_diffuse.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/mountain_02_c_normal.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/mountain_02_c_properties.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/mountain_02_c_snow_diffuse.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/mountain_02_c_snow_normal.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/mountain_02_c_snow_properties.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/mountain_02_d_desert_diffuse.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/mountain_02_d_desert_normal.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/mountain_02_d_desert_properties.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/mountain_02_d_diffuse.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/mountain_02_d_normal.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/mountain_02_d_properties.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/mountain_02_d_snow_diffuse.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/mountain_02_d_snow_normal.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/mountain_02_d_snow_properties.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/mountain_02_d_valleys_diffuse.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/mountain_02_d_valleys_normal.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/mountain_02_d_valleys_properties.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/mountain_02_desert_c_diffuse.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/mountain_02_desert_c_normal.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/mountain_02_desert_c_properties.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/mountain_02_desert_diffuse.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/mountain_02_desert_normal.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/mountain_02_desert_properties.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/mountain_02_diffuse.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/mountain_02_normal.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/mountain_02_properties.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/mountain_02_snow_diffuse.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/mountain_02_snow_normal.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/mountain_02_snow_properties.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/mountain_03_desert_diffuse.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/mountain_03_desert_normal.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/mountain_03_desert_properties.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/mountain_03_diffuse.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/mountain_03_normal.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/mountain_03_properties.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/mountain_desert_diffuse.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/mud_wet_01_diffuse.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/mud_wet_01_normal.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/mud_wet_01_properties.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/normal_neutral.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/northern_plains_01_diffuse.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/northern_plains_01_normal.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/northern_plains_01_properties.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/oasis_diffuse.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/oasis_normal.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/oasis_properties.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/pattern.dds,512,512,DXT1,10,174904,131072,0.0556,no
terrain/plains_01_diffuse.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/plains_01_dry_diffuse.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/plains_01_dry_mud_diffuse.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/plains_01_dry_mud_normal.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/plains_01_dry_mud_properties.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/plains_01_dry_normal.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/plains_01_dry_properties.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/plains_01_noisy_diffuse.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/plains_01_noisy_normal.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/plains_01_noisy_properties.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/plains_01_normal.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/plains_01_properties.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/plains_01_rough_diffuse.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/plains_01_rough_normal.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/plains_01_rough_properties.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/snow_diffuse.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/snow_diffuse_for_combined_winter.dds,144,72,RGB32A,8,55396,41472,0.0156,no
terrain/snow_normal.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/snow_properties.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/steppe_bushes_01_diffuse.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/steppe_bushes_01_normal.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/steppe_bushes_01_properties.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/steppe_bushes_diffuse.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/steppe_bushes_normal.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/steppe_bushes_properties.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/steppe_cracked_diffuse.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/steppe_cracked_normal.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/steppe_cracked_properties.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/steppe_grass_diffuse.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/steppe_grass_normal.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/steppe_grass_properties.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/steppe_rocks_diffuse.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/steppe_rocks_normal.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/steppe_rocks_properties.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/sub_saharan_stripes_pattern_linen_01_diffuse.dds,512,512,DXT1,10,174904,131072,0.0556,no
terrain/sub_saharan_stripes_pattern_linen_01_normal.dds,512,512,DXT5,10,349680,262144,0.0556,no
terrain/sub_saharan_stripes_pattern_linen_01_properties.dds,512,512,DXT5,10,349680,262144,0.0556,no
terrain/summer_grass_diffuse.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/summer_grass_normal.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/summer_grass_properties.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/surround_tile.dds,500,500,DXT1,9,167808,125000,0.0543,no
terrain/unmasked/diffuse0.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/unmasked/diffuse1.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/unmasked/material0.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/unmasked/material1.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/unmasked/normal0.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/unmasked/normal1.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/wetlands_02_diffuse.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/wetlands_02_mud_diffuse.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/wetlands_02_mud_normal.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/wetlands_02_mud_properties.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/wetlands_02_normal.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/wetlands_02_properties.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/winter_effect_diffuse.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
terrain/winter_effect_normal.dds,1024,1024,DXT5,11,1398256,1048576,0.1111,no
