stage,level,count
now,10468,1900
now,10469,1934
now,10470,1888
now,10471,1856
now,10472,1918
now,10473,1903
now,10474,1971
now,10475,1881
now,10476,1845
now,10477,1929
now,10478,1884
now,10479,1857
now,10480,1873
now,10481,1831
now,10482,1946
now,10483,1848
now,10484,1830
now,10485,1816
now,10486,1886
now,10487,1849
now,10488,1882
now,10489,1871
now,10490,1764
now,10491,1840
now,10492,1907
now,10493,1898
now,10494,1888
now,10495,1956
now,10496,1800
now,10497,1896
now,10498,1876
now,10499,1876
now,10500,1926
now,10501,1783
now,10502,1872
now,10503,1878
now,10504,1818
now,10505,1862
now,10506,1868
now,10507,1939
now,10508,1853
now,10509,1876
now,10510,1816
now,10511,1825
now,10512,1890
now,10513,1884
now,10514,1824
now,10515,1890
now,10516,1916
now,10517,1813
now,10518,1918
now,10519,1872
now,10520,1853
now,10521,1840
now,10522,1860
now,10523,1908
now,10524,1860
now,10525,1835
now,10526,1792
now,10527,1892
now,10528,1844
now,10529,1882
now,10530,1907
now,10531,1787
now,10532,1870
now,10533,1770
now,10534,1836
now,10535,1834
now,10536,1925
now,10537,1879
now,10538,1847
now,10539,1844
now,10540,1939
now,10541,1828
now,10542,1788
now,10543,1886
now,10544,1864
now,10545,1839
now,10546,1856
now,10547,1841
now,10548,1873
now,10549,1934
now,10550,1851
now,10551,1862
now,10552,1855
now,10553,1919
now,10554,1858
now,10555,1842
now,10556,1852
now,10557,1835
now,10558,1835
now,10559,1822
now,10560,1869
now,10561,1855
now,10562,1816
now,10563,1846
now,10564,1828
now,10565,1839
now,10566,1836
now,10567,1867
now,10568,1821
now,10569,1849
now,10570,1880
now,10571,1854
now,10572,1856
now,10573,1882
now,10574,1834
now,10575,1837
now,10576,1838
now,10577,1800
now,10578,1886
now,10579,1797
now,10580,1820
now,10581,1803
now,10582,1873
now,10583,1737
now,10584,1814
now,10585,1797
now,10586,1781
now,10587,1753
now,10588,1876
now,10589,1828
now,10590,1890
now,10591,1847
now,10592,1831
now,10593,1803
now,10594,1824
now,10595,1814
now,10596,1791
now,10597,1815
now,10598,1845
now,10599,1889
now,10600,1853
now,10601,1928
now,10602,1886
now,10603,1863
now,10604,1810
now,10605,1807
now,10606,1887
now,10607,1810
now,10608,1834
now,10609,1814
now,10610,1823
now,10611,1835
now,10612,1865
now,10613,1872
now,10614,1814
now,10615,1812
now,10616,1855
now,10617,1828
now,10618,1853
now,10619,1845
now,10620,1817
now,10621,1756
now,10622,1857
now,10623,1831
now,10624,1850
now,10625,1798
now,10626,1876
now,10627,1869
now,10628,1891
now,10629,1849
now,10630,1865
now,10631,1914
now,10632,1890
now,10633,1886
now,10634,1748
now,10635,1875
now,10636,1950
now,10637,1883
now,10638,1763
now,10639,1828
now,10640,1853
now,10641,1857
now,10642,1781
now,10643,1884
now,10644,1846
now,10645,1841
now,10646,1791
now,10647,1799
now,10648,1814
now,10649,1818
now,10650,1840
now,10651,1815
now,10652,1805
now,10653,1872
now,10654,1919
now,10655,1820
now,10656,1807
now,10657,1760
now,10658,1737
now,10659,1786
now,10660,1801
now,10661,1873
now,10662,1767
now,10663,1855
now,10664,1879
now,10665,1827
now,10666,1768
now,10667,1777
now,10668,1736
now,10669,1868
now,10670,1786
now,10671,1820
now,10672,1902
now,10673,1894
now,10674,1834
now,10675,1755
now,10676,1828
now,10677,1790
now,10678,1774
now,10679,1833
now,10680,1814
now,10681,1818
now,10682,1817
now,10683,1835
now,10684,1814
now,10685,1771
now,10686,1775
now,10687,1689
now,10688,1820
now,10689,1827
now,10690,1758
now,10691,1753
now,10692,1789
now,10693,1765
now,10694,1769
now,10695,1831
now,10696,1873
now,10697,1808
now,10698,1787
now,10699,1799
now,10700,1832
now,10701,1790
now,10702,1777
now,10703,1809
now,10704,1863
now,10705,1741
now,10706,1756
now,10707,1852
now,10708,1829
now,10709,1852
now,10710,1768
now,10711,1778
now,10712,1760
now,10713,1749
now,10714,1910
now,10715,1819
now,10716,1767
now,10717,1813
now,10718,1773
now,10719,1785
now,10720,1737
now,10721,1829
now,10722,1744
now,10723,1895
now,10724,1816
now,10725,1834
now,10726,1782
now,10727,1883
now,10728,1817
now,10729,1869
now,10730,1786
now,10731,1713
now,10732,1783
now,10733,1793
now,10734,1807
now,10735,1805
now,10736,1742
now,10737,1802
now,10738,1744
now,10739,1790
now,10740,1802
now,10741,1760
now,10742,1724
now,10743,1713
now,10744,1876
now,10745,1831
now,10746,1795
now,10747,1818
now,10748,1810
now,10749,1778
now,10750,1773
now,10751,1800
now,10752,1815
now,10753,1845
now,10754,1743
now,10755,1742
now,10756,1802
now,10757,1870
now,10758,1834
now,10759,1762
now,10760,1777
now,10761,1737
now,10762,1797
now,10763,1754
now,10764,1810
now,10765,1794
now,10766,1862
now,10767,1761
now,10768,1872
now,10769,1794
now,10770,1854
now,10771,1736
now,10772,1709
now,10773,1756
now,10774,1745
now,10775,1789
now,10776,1846
now,10777,1786
now,10778,1791
now,10779,1840
now,10780,1838
now,10781,1792
now,10782,1823
now,10783,1836
now,10784,1785
now,10785,1721
now,10786,1769
now,10787,1708
now,10788,1740
now,10789,1700
now,10790,1823
now,10791,1769
now,10792,1749
now,10793,1838
now,10794,1774
now,10795,1817
now,10796,1840
now,10797,1738
now,10798,1878
now,10799,1789
now,10800,1750
now,10801,1892
now,10802,1752
now,10803,1708
now,10804,1736
now,10805,1730
now,10806,1751
now,10807,1742
now,10808,1789
now,10809,1778
now,10810,1759
now,10811,1773
now,10812,1824
now,10813,1754
now,10814,1794
now,10815,1807
now,10816,1785
now,10817,1782
now,10818,1801
now,10819,1798
now,10820,1733
now,10821,1753
now,10822,1884
now,10823,1818
now,10824,1795
now,10825,1755
now,10826,1766
now,10827,1749
now,10828,1688
now,10829,1779
now,10830,1782
now,10831,1796
now,10832,1699
now,10833,1730
now,10834,1833
now,10835,1688
now,10836,1770
now,10837,1815
now,10838,1753
now,10839,1765
now,10840,1746
now,10841,1858
now,10842,1772
now,10843,1803
now,10844,1830
now,10845,1752
now,10846,1835
now,10847,1706
now,10848,1696
now,10849,1822
now,10850,1811
now,10851,1705
now,10852,1828
now,10853,1775
now,10854,1754
now,10855,1829
now,10856,1890
now,10857,1722
now,10858,1833
now,10859,1789
now,10860,1843
now,10861,1781
now,10862,1801
now,10863,1754
now,10864,1748
now,10865,1720
now,10866,1663
now,10867,1765
now,10868,1827
now,10869,1794
now,10870,1746
now,10871,1768
now,10872,1776
now,10873,1854
now,10874,1758
now,10875,1716
now,10876,1704
now,10877,1769
now,10878,1810
now,10879,1820
now,10880,1805
now,10881,1757
now,10882,1737
now,10883,1787
now,10884,1789
now,10885,1705
now,10886,1736
now,10887,1743
now,10888,1678
now,10889,1722
now,10890,1688
now,10891,1763
now,10892,1780
now,10893,1689
now,10894,1773
now,10895,1776
now,10896,1677
now,10897,1700
now,10898,1843
now,10899,1802
now,10900,1756
now,10901,1724
now,10902,1689
now,10903,1671
now,10904,1754
now,10905,1734
now,10906,1762
now,10907,1756
now,10908,1773
now,10909,1760
now,10910,1755
now,10911,1685
now,10912,1767
now,10913,1673
now,10914,1662
now,10915,1724
now,10916,1728
now,10917,1788
now,10918,1733
now,10919,1784
now,10920,1717
now,10921,1695
now,10922,1679
now,10923,1730
now,10924,1703
now,10925,1810
now,10926,1757
now,10927,1751
now,10928,1720
now,10929,1824
now,10930,1765
now,10931,1691
now,10932,1721
now,10933,1759
now,10934,1728
now,10935,1772
now,10936,1765
now,10937,1803
now,10938,1778
now,10939,1759
now,10940,1752
now,10941,1716
now,10942,1707
now,10943,1827
now,10944,1699
now,10945,1778
now,10946,1687
now,10947,1720
now,10948,1787
now,10949,1772
now,10950,1788
now,10951,1693
now,10952,1836
now,10953,1776
now,10954,1688
now,10955,1700
now,10956,1715
now,10957,1682
now,10958,1734
now,10959,1694
now,10960,1787
now,10961,1729
now,10962,1701
now,10963,1755
now,10964,1761
now,10965,1740
now,10966,1740
now,10967,1709
now,10968,1679
now,10969,1686
now,10970,1749
now,10971,1686
now,10972,1721
now,10973,1769
now,10974,1684
now,10975,1683
now,10976,1770
now,10977,1738
now,10978,1753
now,10979,1677
now,10980,1694
now,10981,1747
now,10982,1749
now,10983,1691
now,10984,1677
now,10985,1748
now,10986,1666
now,10987,1713
now,10988,1779
now,10989,1692
now,10990,1722
now,10991,1694
now,10992,1659
now,10993,1806
now,10994,1722
now,10995,1796
now,10996,1718
now,10997,1692
now,10998,1708
now,10999,1696
now,11000,1665
now,11001,1704
now,11002,1714
now,11003,1714
now,11004,1744
now,11005,1690
now,11006,1647
now,11007,1753
now,11008,1723
now,11009,1645
now,11010,1710
now,11011,1679
now,11012,1698
now,11013,1751
now,11014,1775
now,11015,1744
now,11016,1719
now,11017,1684
now,11018,1736
now,11019,1737
now,11020,1675
now,11021,1712
now,11022,1709
now,11023,1710
now,11024,1730
now,11025,1758
now,11026,1665
now,11027,1657
now,11028,1708
now,11029,1719
now,11030,1735
now,11031,1652
now,11032,1745
now,11033,1713
now,11034,1737
now,11035,1641
now,11036,1691
now,11037,1774
now,11038,1699
now,11039,1739
now,11040,1714
now,11041,1706
now,11042,1692
now,11043,1693
now,11044,1662
now,11045,1706
now,11046,1683
now,11047,1773
now,11048,1699
now,11049,1692
now,11050,1744
now,11051,1717
now,11052,1639
now,11053,1698
now,11054,1664
now,11055,1703
now,11056,1616
now,11057,1708
now,11058,1727
now,11059,1730
now,11060,1726
now,11061,1685
now,11062,1688
now,11063,1631
now,11064,1649
now,11065,1684
now,11066,1709
now,11067,1693
now,11068,1713
now,11069,1645
now,11070,1672
now,11071,1757
now,11072,1692
now,11073,1685
now,11074,1666
now,11075,1668
now,11076,1679
now,11077,1661
now,11078,1725
now,11079,1674
now,11080,1708
now,11081,1723
now,11082,1696
now,11083,1729
now,11084,1700
now,11085,1721
now,11086,1645
now,11087,1639
now,11088,1654
now,11089,1748
now,11090,1637
now,11091,1622
now,11092,1605
now,11093,1708
now,11094,1653
now,11095,1677
now,11096,1601
now,11097,1676
now,11098,1678
now,11099,1685
now,11100,1698
now,11101,1647
now,11102,1681
now,11103,1715
now,11104,1752
now,11105,1644
now,11106,1649
now,11107,1652
now,11108,1705
now,11109,1601
now,11110,1767
now,11111,1674
now,11112,1666
now,11113,1688
now,11114,1682
now,11115,1704
now,11116,1738
now,11117,1713
now,11118,1684
now,11119,1715
now,11120,1668
now,11121,1681
now,11122,1617
now,11123,1677
now,11124,1695
now,11125,1694
now,11126,1648
now,11127,1778
now,11128,1708
now,11129,1766
now,11130,1691
now,11131,1693
now,11132,1691
now,11133,1618
now,11134,1647
now,11135,1656
now,11136,1613
now,11137,1637
now,11138,1656
now,11139,1703
now,11140,1666
now,11141,1634
now,11142,1629
now,11143,1668
now,11144,1751
now,11145,1678
now,11146,1742
now,11147,1677
now,11148,1710
now,11149,1587
now,11150,1683
now,11151,1667
now,11152,1623
now,11153,1619
now,11154,1665
now,11155,1654
now,11156,1627
now,11157,1669
now,11158,1637
now,11159,1681
now,11160,1671
now,11161,1615
now,11162,1671
now,11163,1656
now,11164,1668
now,11165,1678
now,11166,1660
now,11167,1628
now,11168,1737
now,11169,1742
now,11170,1586
now,11171,1678
now,11172,1638
now,11173,1676
now,11174,1686
now,11175,1650
now,11176,1690
now,11177,1609
now,11178,1639
now,11179,1654
now,11180,1681
now,11181,1656
now,11182,1642
now,11183,1756
now,11184,1639
now,11185,1703
now,11186,1646
now,11187,1724
now,11188,1671
now,11189,1689
now,11190,1596
now,11191,1705
now,11192,1710
now,11193,1591
now,11194,1667
now,11195,1749
now,11196,1789
now,11197,1625
now,11198,1580
now,11199,1687
now,11200,1722
now,11201,1697
now,11202,1610
now,11203,1689
now,11204,1594
now,11205,1663
now,11206,1644
now,11207,1704
now,11208,1678
now,11209,1688
now,11210,1682
now,11211,1725
now,11212,1611
now,11213,1668
now,11214,1628
now,11215,1635
now,11216,1657
now,11217,1698
now,11218,1593
now,11219,1658
now,11220,1653
now,11221,1651
now,11222,1560
now,11223,1658
now,11224,1662
now,11225,1597
now,11226,1671
now,11227,1617
now,11228,1704
now,11229,1624
now,11230,1681
now,11231,1669
now,11232,1663
now,11233,1622
now,11234,1724
now,11235,1590
now,11236,1589
now,11237,1642
now,11238,1640
now,11239,1515
now,11240,1709
now,11241,1632
now,11242,1623
now,11243,1690
now,11244,1606
now,11245,1637
now,11246,1671
now,11247,1635
now,11248,1635
now,11249,1689
now,11250,1742
now,11251,1555
now,11252,1592
now,11253,1639
now,11254,1583
now,11255,1681
now,11256,1694
now,11257,1594
now,11258,1618
now,11259,1696
now,11260,1628
now,11261,1601
now,11262,1566
now,11263,1629
now,11264,1678
now,11265,1581
now,11266,1642
now,11267,1638
now,11268,1686
now,11269,1634
now,11270,1626
now,11271,1631
now,11272,1676
now,11273,1651
now,11274,1620
now,11275,1584
now,11276,1648
now,11277,1672
now,11278,1662
now,11279,1642
now,11280,1579
now,11281,1564
now,11282,1601
now,11283,1713
now,11284,1616
now,11285,1571
now,11286,1583
now,11287,1592
now,11288,1668
now,11289,1615
now,11290,1579
now,11291,1652
now,11292,1540
now,11293,1588
now,11294,1635
now,11295,1604
now,11296,1555
now,11297,1710
now,11298,1608
now,11299,1602
now,11300,1617
now,11301,1621
now,11302,1657
now,11303,1608
now,11304,1611
now,11305,1586
now,11306,1558
now,11307,1671
now,11308,1575
now,11309,1668
now,11310,1554
now,11311,1609
now,11312,1549
now,11313,1592
now,11314,1661
now,11315,1620
now,11316,1613
now,11317,1622
now,11318,1558
now,11319,1566
now,11320,1657
now,11321,1611
now,11322,1648
now,11323,1533
now,11324,1558
now,11325,1506
now,11326,1591
now,11327,1611
now,11328,1661
now,11329,1544
now,11330,1510
now,11331,1691
now,11332,1601
now,11333,1613
now,11334,1569
now,11335,1570
now,11336,1576
now,11337,1600
now,11338,1565
now,11339,1618
now,11340,1554
now,11341,1543
now,11342,1613
now,11343,1644
now,11344,1645
now,11345,1632
now,11346,1575
now,11347,1634
now,11348,1613
now,11349,1599
now,11350,1617
now,11351,1524
now,11352,1611
now,11353,1706
now,11354,1609
now,11355,1597
now,11356,1665
now,11357,1586
now,11358,1517
now,11359,1563
now,11360,1571
now,11361,1551
now,11362,1538
now,11363,1575
now,11364,1579
now,11365,1590
now,11366,1669
now,11367,1592
now,11368,1580
now,11369,1559
now,11370,1553
now,11371,1662
now,11372,1647
now,11373,1569
now,11374,1644
now,11375,1615
now,11376,1574
now,11377,1559
now,11378,1590
now,11379,1481
now,11380,1543
now,11381,1623
now,11382,1556
now,11383,1606
now,11384,1669
now,11385,1537
now,11386,1489
now,11387,1601
now,11388,1603
now,11389,1586
now,11390,1577
now,11391,1565
now,11392,1582
now,11393,1576
now,11394,1535
now,11395,1521
now,11396,1533
now,11397,1685
now,11398,1534
now,11399,1598
now,11400,1573
now,11401,1543
now,11402,1590
now,11403,1580
now,11404,1548
now,11405,1589
now,11406,1569
now,11407,1613
now,11408,1654
now,11409,1596
now,11410,1591
now,11411,1601
now,11412,1606
now,11413,1559
now,11414,1597
now,11415,1602
now,11416,1576
now,11417,1614
now,11418,1617
now,11419,1559
now,11420,1622
now,11421,1603
now,11422,1627
now,11423,1527
now,11424,1592
now,11425,1554
now,11426,1540
now,11427,1554
now,11428,1584
now,11429,1576
now,11430,1563
now,11431,1575
now,11432,1572
now,11433,1559
now,11434,1573
now,11435,1553
now,11436,1597
now,11437,1546
now,11438,1568
now,11439,1574
now,11440,1564
now,11441,1485
now,11442,1544
now,11443,1558
now,11444,1545
now,11445,1557
now,11446,1498
now,11447,1529
now,11448,1591
now,11449,1655
now,11450,1520
now,11451,1620
now,11452,1564
now,11453,1544
now,11454,1556
now,11455,1543
now,11456,1611
now,11457,1554
now,11458,1582
now,11459,1563
now,11460,1553
now,11461,1596
now,11462,1537
now,11463,1573
now,11464,1566
now,11465,1634
now,11466,1558
now,11467,1567
now,11468,1530
now,11469,1540
now,11470,1587
now,11471,1553
now,11472,1599
now,11473,1536
now,11474,1522
now,11475,1561
now,11476,1525
now,11477,1538
now,11478,1534
now,11479,1590
now,11480,1566
now,11481,1534
now,11482,1568
now,11483,1576
now,11484,1576
now,11485,1555
now,11486,1514
now,11487,1501
now,11488,1529
now,11489,1571
now,11490,1494
now,11491,1644
now,11492,1588
now,11493,1568
now,11494,1518
now,11495,1486
now,11496,1553
now,11497,1497
now,11498,1559
now,11499,1595
now,11500,1620
now,11501,1477
now,11502,1587
now,11503,1525
now,11504,1624
now,11505,1548
now,11506,1558
now,11507,1640
now,11508,1540
now,11509,1587
now,11510,1503
now,11511,1547
now,11512,1561
now,11513,1511
now,11514,1579
now,11515,1514
now,11516,1615
now,11517,1514
now,11518,1525
now,11519,1559
now,11520,1534
now,11521,1578
now,11522,1551
now,11523,1584
now,11524,1535
now,11525,1537
now,11526,1564
now,11527,1511
now,11528,1539
now,11529,1552
now,11530,1474
now,11531,1552
now,11532,1524
now,11533,1513
now,11534,1627
now,11535,1596
now,11536,1540
now,11537,1560
now,11538,1475
now,11539,1538
now,11540,1534
now,11541,1504
now,11542,1458
now,11543,1484
now,11544,1589
now,11545,1510
now,11546,1538
now,11547,1559
now,11548,1553
now,11549,1539
now,11550,1491
now,11551,1540
now,11552,1515
now,11553,1539
now,11554,1514
now,11555,1538
now,11556,1573
now,11557,1571
now,11558,1550
now,11559,1544
now,11560,1535
now,11561,1505
now,11562,1571
now,11563,1535
now,11564,1577
now,11565,1536
now,11566,1483
now,11567,1529
now,11568,1512
now,11569,1540
now,11570,1530
now,11571,1580
now,11572,1515
now,11573,1518
now,11574,1526
now,11575,1513
now,11576,1516
now,11577,1488
now,11578,1514
now,11579,1485
now,11580,1509
now,11581,1426
now,11582,1545
now,11583,1552
now,11584,1486
now,11585,1540
now,11586,1536
now,11587,1559
now,11588,1454
now,11589,1618
now,11590,1506
now,11591,1453
now,11592,1512
now,11593,1493
now,11594,1512
now,11595,1464
now,11596,1444
now,11597,1539
now,11598,1552
now,11599,1500
now,11600,1499
now,11601,1500
now,11602,1529
now,11603,1571
now,11604,1522
now,11605,1565
now,11606,1489
now,11607,1509
now,11608,1452
now,11609,1462
now,11610,1462
now,11611,1481
now,11612,1535
now,11613,1499
now,11614,1512
now,11615,1532
now,11616,1463
now,11617,1539
now,11618,1529
now,11619,1491
now,11620,1557
now,11621,1492
now,11622,1529
now,11623,1580
now,11624,1517
now,11625,1538
now,11626,1503
now,11627,1524
now,11628,1510
now,11629,1531
now,11630,1492
now,11631,1547
now,11632,1548
now,11633,1516
now,11634,1528
now,11635,1581
now,11636,1574
now,11637,1552
now,11638,1488
now,11639,1505
now,11640,1470
now,11641,1485
now,11642,1489
now,11643,1455
now,11644,1580
now,11645,1495
now,11646,1567
now,11647,1470
now,11648,1436
now,11649,1568
now,11650,1444
now,11651,1561
now,11652,1478
now,11653,1470
now,11654,1481
now,11655,1518
now,11656,1444
now,11657,1455
now,11658,1474
now,11659,1482
now,11660,1509
now,11661,1443
now,11662,1494
now,11663,1511
now,11664,1409
now,11665,1478
now,11666,1503
now,11667,1480
now,11668,1508
now,11669,1536
now,11670,1533
now,11671,1478
now,11672,1532
now,11673,1458
now,11674,1483
now,11675,1525
now,11676,1505
now,11677,1446
now,11678,1500
now,11679,1476
now,11680,1505
now,11681,1489
now,11682,1454
now,11683,1459
now,11684,1546
now,11685,1464
now,11686,1505
now,11687,1518
now,11688,1498
now,11689,1551
now,11690,1576
now,11691,1516
now,11692,1477
now,11693,1483
now,11694,1530
now,11695,1462
now,11696,1479
now,11697,1484
now,11698,1451
now,11699,1444
now,11700,1437
now,11701,1485
now,11702,1515
now,11703,1456
now,11704,1516
now,11705,1455
now,11706,1515
now,11707,1436
now,11708,1492
now,11709,1490
now,11710,1489
now,11711,1495
now,11712,1423
now,11713,1506
now,11714,1477
now,11715,1435
now,11716,1483
now,11717,1481
now,11718,1475
now,11719,1483
now,11720,1437
now,11721,1536
now,11722,1507
now,11723,1511
now,11724,1509
now,11725,1477
now,11726,1514
now,11727,1480
now,11728,1473
now,11729,1453
now,11730,1442
now,11731,1447
now,11732,1446
now,11733,1459
now,11734,1450
now,11735,1479
now,11736,1468
now,11737,1537
now,11738,1437
now,11739,1413
now,11740,1447
now,11741,1483
now,11742,1464
now,11743,1453
now,11744,1434
now,11745,1496
now,11746,1446
now,11747,1475
now,11748,1499
now,11749,1448
now,11750,1486
now,11751,1481
now,11752,1480
now,11753,1492
now,11754,1508
now,11755,1471
now,11756,1516
now,11757,1429
now,11758,1484
now,11759,1425
now,11760,1463
now,11761,1492
now,11762,1534
now,11763,1438
now,11764,1482
now,11765,1489
now,11766,1442
now,11767,1464
now,11768,1469
now,11769,1470
now,11770,1474
now,11771,1489
now,11772,1552
now,11773,1425
now,11774,1481
now,11775,1403
now,11776,1422
now,11777,1479
now,11778,1463
now,11779,1459
now,11780,1426
now,11781,1487
now,11782,1451
now,11783,1469
now,11784,1450
now,11785,1443
now,11786,1460
now,11787,1499
now,11788,1472
now,11789,1455
now,11790,1443
now,11791,1488
now,11792,1448
now,11793,1421
now,11794,1482
now,11795,1468
now,11796,1480
now,11797,1519
now,11798,1418
now,11799,1479
now,11800,1473
now,11801,1472
now,11802,1519
now,11803,1420
now,11804,1450
now,11805,1459
now,11806,1436
now,11807,1476
now,11808,1480
now,11809,1453
now,11810,1488
now,11811,1458
now,11812,1465
now,11813,1537
now,11814,1435
now,11815,1452
now,11816,1514
now,11817,1481
now,11818,1417
now,11819,1499
now,11820,1458
now,11821,1461
now,11822,1453
now,11823,1468
now,11824,1455
now,11825,1486
now,11826,1431
now,11827,1456
now,11828,1475
now,11829,1478
now,11830,1502
now,11831,1446
now,11832,1427
now,11833,1439
now,11834,1474
now,11835,1447
now,11836,1502
now,11837,1466
now,11838,1469
now,11839,1417
now,11840,1398
now,11841,1425
now,11842,1518
now,11843,1474
now,11844,1383
now,11845,1399
now,11846,1481
now,11847,1538
now,11848,1434
now,11849,1423
now,11850,1516
now,11851,1495
now,11852,1473
now,11853,1433
now,11854,1426
now,11855,1459
now,11856,1545
now,11857,1434
now,11858,1420
now,11859,1527
now,11860,1451
now,11861,1444
now,11862,1438
now,11863,1464
now,11864,1429
now,11865,1450
now,11866,1407
now,11867,1439
now,11868,1450
now,11869,1416
now,11870,1486
now,11871,1478
now,11872,1364
now,11873,1493
now,11874,1428
now,11875,1504
now,11876,1409
now,11877,1402
now,11878,1423
now,11879,1500
now,11880,1465
now,11881,1400
now,11882,1428
now,11883,1447
now,11884,1388
now,11885,1409
now,11886,1444
now,11887,1451
now,11888,1409
now,11889,1421
now,11890,1493
now,11891,1511
now,11892,1421
now,11893,1419
now,11894,1407
now,11895,1449
now,11896,1369
now,11897,1430
now,11898,1487
now,11899,1428
now,11900,1455
now,11901,1420
now,11902,1400
now,11903,1459
now,11904,1475
now,11905,1410
now,11906,1425
now,11907,1429
now,11908,1439
now,11909,1383
now,11910,1412
now,11911,1388
now,11912,1333
now,11913,1423
now,11914,1417
now,11915,1438
now,11916,1411
now,11917,1464
now,11918,1399
now,11919,1442
now,11920,1430
now,11921,1447
now,11922,1413
now,11923,1479
now,11924,1459
now,11925,1414
now,11926,1444
now,11927,1397
now,11928,1464
now,11929,1443
now,11930,1482
now,11931,1465
now,11932,1434
now,11933,1437
now,11934,1422
now,11935,1456
now,11936,1469
now,11937,1490
now,11938,1398
now,11939,1434
now,11940,1430
now,11941,1417
now,11942,1445
now,11943,1476
now,11944,1455
now,11945,1395
now,11946,1448
now,11947,1445
now,11948,1450
now,11949,1447
now,11950,1471
now,11951,1449
now,11952,1359
now,11953,1416
now,11954,1449
now,11955,1390
now,11956,1401
now,11957,1408
now,11958,1460
now,11959,1467
now,11960,1428
now,11961,1386
now,11962,1424
now,11963,1384
now,11964,1451
now,11965,1402
now,11966,1443
now,11967,1442
now,11968,1434
now,11969,1436
now,11970,1435
now,11971,1433
now,11972,1435
now,11973,1374
now,11974,1430
now,11975,1487
now,11976,1465
now,11977,1412
now,11978,1398
now,11979,1424
now,11980,1410
now,11981,1387
now,11982,1452
now,11983,1381
now,11984,1430
now,11985,1434
now,11986,1379
now,11987,1409
now,11988,1473
now,11989,1357
now,11990,1434
now,11991,1451
now,11992,1370
now,11993,1447
now,11994,1399
now,11995,1343
now,11996,1494
now,11997,1436
now,11998,1384
now,11999,1423
now,12000,1395
now,12001,1364
now,12002,1397
now,12003,1445
now,12004,1414
now,12005,1373
now,12006,1364
now,12007,1383
now,12008,1390
now,12009,1426
now,12010,1417
now,12011,1446
now,12012,1394
now,12013,1366
now,12014,1458
now,12015,1414
now,12016,1430
now,12017,1420
now,12018,1471
now,12019,1374
now,12020,1429
now,12021,1462
now,12022,1388
now,12023,1407
now,12024,1383
now,12025,1376
now,12026,1415
now,12027,1393
now,12028,1443
now,12029,1380
now,12030,1385
now,12031,1397
now,12032,1359
now,12033,1442
now,12034,1380
now,12035,1403
now,12036,1308
now,12037,1414
now,12038,1437
now,12039,1343
now,12040,1347
now,12041,1421
now,12042,1410
now,12043,1377
now,12044,1398
now,12045,1442
now,12046,1410
now,12047,1443
now,12048,1432
now,12049,1418
now,12050,1415
now,12051,1428
now,12052,1407
now,12053,1443
now,12054,1377
now,12055,1395
now,12056,1366
now,12057,1375
now,12058,1420
now,12059,1434
now,12060,1435
now,12061,1412
now,12062,1431
now,12063,1436
now,12064,1385
now,12065,1400
now,12066,1423
now,12067,1413
now,12068,1388
now,12069,1438
now,12070,1452
now,12071,1404
now,12072,1377
now,12073,1357
now,12074,1426
now,12075,1411
now,12076,1439
now,12077,1370
now,12078,1406
now,12079,1420
now,12080,1379
now,12081,1381
now,12082,1462
now,12083,1383
now,12084,1417
now,12085,1351
now,12086,1418
now,12087,1402
now,12088,1309
now,12089,1433
now,12090,1401
now,12091,1396
now,12092,1386
now,12093,1413
now,12094,1370
now,12095,1474
now,12096,1463
now,12097,1437
now,12098,1390
now,12099,1436
now,12100,1414
now,12101,1345
now,12102,1408
now,12103,1354
now,12104,1428
now,12105,1460
now,12106,1413
now,12107,1426
now,12108,1415
now,12109,1429
now,12110,1381
now,12111,1384
now,12112,1355
now,12113,1389
now,12114,1443
now,12115,1361
now,12116,1374
now,12117,1262
now,12118,1412
now,12119,1394
now,12120,1284
now,12121,1376
now,12122,1452
now,12123,1380
now,12124,1330
now,12125,1410
now,12126,1358
now,12127,1386
now,12128,1400
now,12129,1374
now,12130,1373
now,12131,1384
now,12132,1384
now,12133,1382
now,12134,1419
now,12135,1355
now,12136,1436
now,12137,1347
now,12138,1393
now,12139,1397
now,12140,1378
now,12141,1368
now,12142,1473
now,12143,1399
now,12144,1400
now,12145,1448
now,12146,1370
now,12147,1485
now,12148,1375
now,12149,1400
now,12150,1381
now,12151,1350
now,12152,1387
now,12153,1405
now,12154,1442
now,12155,1420
now,12156,1306
now,12157,1437
now,12158,1405
now,12159,1351
now,12160,1366
now,12161,1405
now,12162,1398
now,12163,1347
now,12164,1363
now,12165,1378
now,12166,1328
now,12167,1405
now,12168,1386
now,12169,1409
now,12170,1374
now,12171,1431
now,12172,1399
now,12173,1369
now,12174,1452
now,12175,1358
now,12176,1312
now,12177,1398
now,12178,1412
now,12179,1355
now,12180,1463
now,12181,1366
now,12182,1278
now,12183,1401
now,12184,1363
now,12185,1348
now,12186,1452
now,12187,1374
now,12188,1390
now,12189,1361
now,12190,1387
now,12191,1370
now,12192,1387
now,12193,1390
now,12194,1326
now,12195,1334
now,12196,1402
now,12197,1406
now,12198,1337
now,12199,1390
now,12200,1412
now,12201,1350
now,12202,1367
now,12203,1358
now,12204,1350
now,12205,1391
now,12206,1428
now,12207,1427
now,12208,1317
now,12209,1343
now,12210,1369
now,12211,1389
now,12212,1339
now,12213,1367
now,12214,1471
now,12215,1321
now,12216,1341
