stage,level,count
now,8719,3472
now,8720,3425
now,8721,3469
now,8722,3431
now,8723,3476
now,8724,3412
now,8725,3489
now,8726,3435
now,8727,3471
now,8728,3427
now,8729,3486
now,8730,3491
now,8731,3358
now,8732,3525
now,8733,3423
now,8734,3415
now,8735,3477
now,8736,3476
now,8737,3436
now,8738,3570
now,8739,3397
now,8740,3335
now,8741,3399
now,8742,3476
now,8743,3301
now,8744,3419
now,8745,3400
now,8746,3526
now,8747,3403
now,8748,3446
now,8749,3470
now,8750,3413
now,8751,3481
now,8752,3492
now,8753,3502
now,8754,3430
now,8755,3405
now,8756,3334
now,8757,3490
now,8758,3536
now,8759,3385
now,8760,3401
now,8761,3439
now,8762,3445
now,8763,3459
now,8764,3360
now,8765,3414
now,8766,3363
now,8767,3491
now,8768,3313
now,8769,3326
now,8770,3562
now,8771,3341
now,8772,3463
now,8773,3428
now,8774,3397
now,8775,3347
now,8776,3418
now,8777,3418
now,8778,3383
now,8779,3460
now,8780,3396
now,8781,3420
now,8782,3327
now,8783,3345
now,8784,3376
now,8785,3491
now,8786,3408
now,8787,3362
now,8788,3327
now,8789,3413
now,8790,3471
now,8791,3346
now,8792,3473
now,8793,3265
now,8794,3454
now,8795,3315
now,8796,3437
now,8797,3341
now,8798,3363
now,8799,3373
now,8800,3323
now,8801,3370
now,8802,3367
now,8803,3311
now,8804,3355
now,8805,3327
now,8806,3351
now,8807,3396
now,8808,3381
now,8809,3282
now,8810,3402
now,8811,3293
now,8812,3344
now,8813,3314
now,8814,3421
now,8815,3221
now,8816,3351
now,8817,3343
now,8818,3324
now,8819,3269
now,8820,3285
now,8821,3320
now,8822,3295
now,8823,3301
now,8824,3442
now,8825,3255
now,8826,3447
now,8827,3279
now,8828,3279
now,8829,3325
now,8830,3267
now,8831,3213
now,8832,3304
now,8833,3311
now,8834,3290
now,8835,3225
now,8836,3252
now,8837,3275
now,8838,3252
now,8839,3283
now,8840,3365
now,8841,3231
now,8842,3295
now,8843,3338
now,8844,3252
now,8845,3207
now,8846,3256
now,8847,3174
now,8848,3312
now,8849,3225
now,8850,3301
now,8851,3276
now,8852,3321
now,8853,3232
now,8854,3209
now,8855,3230
now,8856,3217
now,8857,3248
now,8858,3275
now,8859,3283
now,8860,3148
now,8861,3278
now,8862,3203
now,8863,3222
now,8864,3205
now,8865,3282
now,8866,3220
now,8867,3296
now,8868,3316
now,8869,3227
now,8870,3232
now,8871,3216
now,8872,3253
now,8873,3227
now,8874,3295
now,8875,3226
now,8876,3241
now,8877,3258
now,8878,3311
now,8879,3178
now,8880,3236
now,8881,3228
now,8882,3286
now,8883,3269
now,8884,3213
now,8885,3219
now,8886,3219
now,8887,3305
now,8888,3297
now,8889,3170
now,8890,3174
now,8891,3229
now,8892,3345
now,8893,3151
now,8894,3262
now,8895,3227
now,8896,3307
now,8897,3241
now,8898,3276
now,8899,3288
now,8900,3267
now,8901,3254
now,8902,3120
now,8903,3223
now,8904,3199
now,8905,3116
now,8906,3171
now,8907,3114
now,8908,3216
now,8909,3166
now,8910,3302
now,8911,3238
now,8912,3231
now,8913,3157
now,8914,3082
now,8915,3147
now,8916,3191
now,8917,3230
now,8918,3117
now,8919,3218
now,8920,3163
now,8921,3202
now,8922,3250
now,8923,3200
now,8924,3154
now,8925,3217
now,8926,3067
now,8927,3133
now,8928,3220
now,8929,3117
now,8930,3122
now,8931,3128
now,8932,3159
now,8933,3014
now,8934,3124
now,8935,3106
now,8936,3226
now,8937,3194
now,8938,3073
now,8939,3097
now,8940,3127
now,8941,3201
now,8942,3146
now,8943,3076
now,8944,3131
now,8945,3186
now,8946,3113
now,8947,3107
now,8948,3148
now,8949,3223
now,8950,3081
now,8951,3162
now,8952,3191
now,8953,3012
now,8954,3083
now,8955,3171
now,8956,2990
now,8957,3005
now,8958,3103
now,8959,3125
now,8960,3174
now,8961,3144
now,8962,3083
now,8963,3108
now,8964,3111
now,8965,3171
now,8966,3083
now,8967,3082
now,8968,3066
now,8969,3161
now,8970,3180
now,8971,3060
now,8972,3146
now,8973,3147
now,8974,3101
now,8975,3092
now,8976,3118
now,8977,3101
now,8978,3099
now,8979,3057
now,8980,3060
now,8981,3077
now,8982,3059
now,8983,3103
now,8984,3112
now,8985,3012
now,8986,3132
now,8987,3131
now,8988,3090
now,8989,3102
now,8990,3125
now,8991,3092
now,8992,3090
now,8993,3037
now,8994,3074
now,8995,3019
now,8996,3048
now,8997,3020
now,8998,2994
now,8999,3023
now,9000,3073
now,9001,3041
now,9002,3058
now,9003,2996
now,9004,2971
now,9005,3061
now,9006,3066
now,9007,3033
now,9008,3041
now,9009,3178
now,9010,2901
now,9011,3022
now,9012,3053
now,9013,3152
now,9014,3126
now,9015,2975
now,9016,2945
now,9017,3017
now,9018,2938
now,9019,2948
now,9020,2992
now,9021,3046
now,9022,3066
now,9023,3010
now,9024,3086
now,9025,3033
now,9026,3076
now,9027,2904
now,9028,2961
now,9029,3049
now,9030,2989
now,9031,2995
now,9032,2978
now,9033,3056
now,9034,2994
now,9035,3009
now,9036,3055
now,9037,2873
now,9038,2964
now,9039,2918
now,9040,3028
now,9041,3095
now,9042,2993
now,9043,3050
now,9044,2898
now,9045,2921
now,9046,2969
now,9047,2906
now,9048,3007
now,9049,2961
now,9050,2955
now,9051,3018
now,9052,2981
now,9053,2974
now,9054,3003
now,9055,2982
now,9056,3097
now,9057,2925
now,9058,2945
now,9059,2900
now,9060,2992
now,9061,3061
now,9062,2980
now,9063,3004
now,9064,3017
now,9065,2932
now,9066,2890
now,9067,3077
now,9068,3036
now,9069,3019
now,9070,3094
now,9071,2843
now,9072,3024
now,9073,2966
now,9074,2978
now,9075,2968
now,9076,3032
now,9077,2992
now,9078,2870
now,9079,2976
now,9080,3042
now,9081,2934
now,9082,3000
now,9083,2951
now,9084,2951
now,9085,2863
now,9086,2995
now,9087,2957
now,9088,2905
now,9089,3008
now,9090,3029
now,9091,3005
now,9092,2827
now,9093,2995
now,9094,2922
now,9095,2884
now,9096,2934
now,9097,2925
now,9098,2931
now,9099,2965
now,9100,2888
now,9101,2978
now,9102,2925
now,9103,2913
now,9104,2935
now,9105,2974
now,9106,2982
now,9107,2848
now,9108,3004
now,9109,2908
now,9110,2963
now,9111,2986
now,9112,2874
now,9113,2837
now,9114,2729
now,9115,2920
now,9116,2942
now,9117,2886
now,9118,2928
now,9119,2942
now,9120,2928
now,9121,2903
now,9122,2838
now,9123,2863
now,9124,2919
now,9125,2856
now,9126,2788
now,9127,3006
now,9128,2835
now,9129,2911
now,9130,2868
now,9131,2941
now,9132,2866
now,9133,2857
now,9134,2850
now,9135,2898
now,9136,2890
now,9137,2792
now,9138,2859
now,9139,2710
now,9140,2806
now,9141,2940
now,9142,2926
now,9143,2831
now,9144,2901
now,9145,2903
now,9146,2863
now,9147,2851
now,9148,2920
now,9149,2861
now,9150,2897
now,9151,2868
now,9152,2707
now,9153,2819
now,9154,2814
now,9155,2937
now,9156,2892
now,9157,2763
now,9158,2771
now,9159,2795
now,9160,2817
now,9161,2875
now,9162,2874
now,9163,2788
now,9164,2906
now,9165,2883
now,9166,2887
now,9167,2815
now,9168,2786
now,9169,2802
now,9170,2886
now,9171,2821
now,9172,2857
now,9173,2765
now,9174,2802
now,9175,2722
now,9176,2788
now,9177,2797
now,9178,2747
now,9179,2883
now,9180,2739
now,9181,2808
now,9182,2766
now,9183,2815
now,9184,2784
now,9185,2781
now,9186,2752
now,9187,2732
now,9188,2809
now,9189,2853
now,9190,2719
now,9191,2875
now,9192,2858
now,9193,2844
now,9194,2880
now,9195,2750
now,9196,2678
now,9197,2751
now,9198,2802
now,9199,2763
now,9200,2770
now,9201,2778
now,9202,2840
now,9203,2790
now,9204,2751
now,9205,2760
now,9206,2772
now,9207,2760
now,9208,2847
now,9209,2829
now,9210,2801
now,9211,2797
now,9212,2834
now,9213,2755
now,9214,2866
now,9215,2783
now,9216,2744
now,9217,2723
now,9218,2701
now,9219,2862
now,9220,2756
now,9221,2681
now,9222,2812
now,9223,2719
now,9224,2707
now,9225,2791
now,9226,2814
now,9227,2720
now,9228,2749
now,9229,2832
now,9230,2770
now,9231,2657
now,9232,2748
now,9233,2741
now,9234,2738
now,9235,2797
now,9236,2649
now,9237,2811
now,9238,2758
now,9239,2756
now,9240,2615
now,9241,2707
now,9242,2751
now,9243,2683
now,9244,2774
now,9245,2716
now,9246,2752
now,9247,2754
now,9248,2741
now,9249,2739
now,9250,2683
now,9251,2635
now,9252,2718
now,9253,2815
now,9254,2686
now,9255,2786
now,9256,2675
now,9257,2740
now,9258,2697
now,9259,2702
now,9260,2680
now,9261,2721
now,9262,2784
now,9263,2732
now,9264,2680
now,9265,2782
now,9266,2734
now,9267,2728
now,9268,2705
now,9269,2660
now,9270,2637
now,9271,2630
now,9272,2681
now,9273,2672
now,9274,2676
now,9275,2663
now,9276,2672
now,9277,2640
now,9278,2688
now,9279,2720
now,9280,2648
now,9281,2771
now,9282,2705
now,9283,2708
now,9284,2718
now,9285,2641
now,9286,2732
now,9287,2668
now,9288,2695
now,9289,2649
now,9290,2654
now,9291,2735
now,9292,2801
now,9293,2741
now,9294,2746
now,9295,2614
now,9296,2654
now,9297,2710
now,9298,2695
now,9299,2659
now,9300,2770
now,9301,2712
now,9302,2669
now,9303,2673
now,9304,2692
now,9305,2510
now,9306,2657
now,9307,2585
now,9308,2607
now,9309,2722
now,9310,2721
now,9311,2741
now,9312,2907
now,9313,2669
now,9314,2745
now,9315,2590
now,9316,2631
now,9317,2650
now,9318,2681
now,9319,2636
now,9320,2602
now,9321,2592
now,9322,2616
now,9323,2577
now,9324,2598
now,9325,2714
now,9326,2730
now,9327,2655
now,9328,2628
now,9329,2640
now,9330,2672
now,9331,2663
now,9332,2539
now,9333,2674
now,9334,2530
now,9335,2579
now,9336,2608
now,9337,2645
now,9338,2639
now,9339,2609
now,9340,2594
now,9341,2644
now,9342,2641
now,9343,2664
now,9344,2743
now,9345,2627
now,9346,2641
now,9347,2600
now,9348,2637
now,9349,2627
now,9350,2635
now,9351,2542
now,9352,2702
now,9353,2634
now,9354,2673
now,9355,2691
now,9356,2651
now,9357,2595
now,9358,2668
now,9359,2559
now,9360,2642
now,9361,2652
now,9362,2556
now,9363,2557
now,9364,2599
now,9365,2621
now,9366,2567
now,9367,2605
now,9368,2566
now,9369,2613
now,9370,2575
now,9371,2608
now,9372,2544
now,9373,2579
now,9374,2705
now,9375,2631
now,9376,2624
now,9377,2557
now,9378,2614
now,9379,2671
now,9380,2588
now,9381,2627
now,9382,2663
now,9383,2636
now,9384,2624
now,9385,2575
now,9386,2630
now,9387,2573
now,9388,2605
now,9389,2565
now,9390,2637
now,9391,2599
now,9392,2524
now,9393,2638
now,9394,2546
now,9395,2654
now,9396,2620
now,9397,2573
now,9398,2556
now,9399,2597
now,9400,2557
now,9401,2731
now,9402,2629
now,9403,2651
now,9404,2570
now,9405,2617
now,9406,2661
now,9407,2580
now,9408,2573
now,9409,2516
now,9410,2602
now,9411,2534
now,9412,2528
now,9413,2483
now,9414,2643
now,9415,2520
now,9416,2507
now,9417,2599
now,9418,2630
now,9419,2574
now,9420,2594
now,9421,2397
now,9422,2599
now,9423,2522
now,9424,2594
now,9425,2581
now,9426,2600
now,9427,2550
now,9428,2502
now,9429,2540
now,9430,2502
now,9431,2521
now,9432,2584
now,9433,2600
now,9434,2580
now,9435,2505
now,9436,2667
now,9437,2594
now,9438,2482
now,9439,2634
now,9440,2578
now,9441,2560
now,9442,2563
now,9443,2545
now,9444,2627
now,9445,2425
now,9446,2488
now,9447,2508
now,9448,2536
now,9449,2481
now,9450,2504
now,9451,2532
now,9452,2519
now,9453,2658
now,9454,2540
now,9455,2521
now,9456,2547
now,9457,2479
now,9458,2532
now,9459,2614
now,9460,2577
now,9461,2487
now,9462,2496
now,9463,2497
now,9464,2538
now,9465,2600
now,9466,2634
now,9467,2579
now,9468,2499
now,9469,2531
now,9470,2503
now,9471,2587
now,9472,2447
now,9473,2586
now,9474,2558
now,9475,2534
now,9476,2500
now,9477,2508
now,9478,2521
now,9479,2522
now,9480,2513
now,9481,2412
now,9482,2635
now,9483,2583
now,9484,2501
now,9485,2523
now,9486,2490
now,9487,2552
now,9488,2453
now,9489,2489
now,9490,2542
now,9491,2507
now,9492,2598
now,9493,2558
now,9494,2497
now,9495,2512
now,9496,2506
now,9497,2502
now,9498,2458
now,9499,2475
now,9500,2500
now,9501,2418
now,9502,2568
now,9503,2513
now,9504,2468
now,9505,2405
now,9506,2414
now,9507,2484
now,9508,2422
now,9509,2489
now,9510,2429
now,9511,2481
now,9512,2533
now,9513,2514
now,9514,2518
now,9515,2482
now,9516,2481
now,9517,2578
now,9518,2406
now,9519,2440
now,9520,2484
now,9521,2526
now,9522,2541
now,9523,2525
now,9524,2459
now,9525,2515
now,9526,2503
now,9527,2529
now,9528,2472
now,9529,2459
now,9530,2405
now,9531,2469
now,9532,2437
now,9533,2482
now,9534,2415
now,9535,2459
now,9536,2561
now,9537,2547
now,9538,2410
now,9539,2464
now,9540,2557
now,9541,2429
now,9542,2503
now,9543,2309
now,9544,2546
now,9545,2443
now,9546,2465
now,9547,2337
now,9548,2531
now,9549,2500
now,9550,2427
now,9551,2497
now,9552,2454
now,9553,2395
now,9554,2495
now,9555,2393
now,9556,2420
now,9557,2529
now,9558,2463
now,9559,2310
now,9560,2375
now,9561,2432
now,9562,2461
now,9563,2505
now,9564,2389
now,9565,2429
now,9566,2486
now,9567,2369
now,9568,2422
now,9569,2374
now,9570,2491
now,9571,2451
now,9572,2403
now,9573,2465
now,9574,2520
now,9575,2337
now,9576,2376
now,9577,2419
now,9578,2419
now,9579,2459
now,9580,2450
now,9581,2417
now,9582,2439
now,9583,2413
now,9584,2468
now,9585,2504
now,9586,2448
now,9587,2278
now,9588,2402
now,9589,2444
now,9590,2467
now,9591,2393
now,9592,2355
now,9593,2404
now,9594,2466
now,9595,2397
now,9596,2433
now,9597,2441
now,9598,2377
now,9599,2324
now,9600,2358
now,9601,2427
now,9602,2423
now,9603,2334
now,9604,2436
now,9605,2222
now,9606,2377
now,9607,2410
now,9608,2316
now,9609,2483
now,9610,2424
now,9611,2509
now,9612,2376
now,9613,2410
now,9614,2401
now,9615,2352
now,9616,2413
now,9617,2439
now,9618,2435
now,9619,2406
now,9620,2427
now,9621,2411
now,9622,2394
now,9623,2303
now,9624,2340
now,9625,2394
now,9626,2366
now,9627,2330
now,9628,2285
now,9629,2348
now,9630,2307
now,9631,2393
now,9632,2425
now,9633,2380
now,9634,2414
now,9635,2324
now,9636,2394
now,9637,2339
now,9638,2281
now,9639,2415
now,9640,2237
now,9641,2329
now,9642,2287
now,9643,2328
now,9644,2348
now,9645,2320
now,9646,2318
now,9647,2385
now,9648,2380
now,9649,2226
now,9650,2398
now,9651,2374
now,9652,2403
now,9653,2327
now,9654,2379
now,9655,2416
now,9656,2313
now,9657,2326
now,9658,2344
now,9659,2344
now,9660,2276
now,9661,2371
now,9662,2289
now,9663,2316
now,9664,2184
now,9665,2293
now,9666,2322
now,9667,2295
now,9668,2425
now,9669,2362
now,9670,2313
now,9671,2409
now,9672,2318
now,9673,2356
now,9674,2315
now,9675,2297
now,9676,2384
now,9677,2428
now,9678,2362
now,9679,2404
now,9680,2259
now,9681,2324
now,9682,2337
now,9683,2273
now,9684,2300
now,9685,2444
now,9686,2334
now,9687,2357
now,9688,2419
now,9689,2275
now,9690,2382
now,9691,2334
now,9692,2255
now,9693,2307
now,9694,2278
now,9695,2303
now,9696,2305
now,9697,2395
now,9698,2339
now,9699,2318
now,9700,2391
now,9701,2360
now,9702,2394
now,9703,2284
now,9704,2246
now,9705,2358
now,9706,2345
now,9707,2349
now,9708,2379
now,9709,2296
now,9710,2261
now,9711,2316
now,9712,2246
now,9713,2255
now,9714,2389
now,9715,2184
now,9716,2279
now,9717,2310
now,9718,2325
now,9719,2270
now,9720,2314
now,9721,2332
now,9722,2319
now,9723,2266
now,9724,2328
now,9725,2310
now,9726,2277
now,9727,2349
now,9728,2199
now,9729,2183
now,9730,2308
now,9731,2310
now,9732,2203
now,9733,2215
now,9734,2333
now,9735,2343
now,9736,2336
now,9737,2231
now,9738,2300
now,9739,2221
now,9740,2313
now,9741,2281
now,9742,2266
now,9743,2284
now,9744,2334
now,9745,2279
now,9746,2285
now,9747,2230
now,9748,2214
now,9749,2229
now,9750,2282
now,9751,2228
now,9752,2304
now,9753,2268
now,9754,2345
now,9755,2271
now,9756,2252
now,9757,2216
now,9758,2316
now,9759,2230
now,9760,2211
now,9761,2269
now,9762,2212
now,9763,2228
now,9764,2282
now,9765,2328
now,9766,2183
now,9767,2227
now,9768,2215
now,9769,2176
now,9770,2210
now,9771,2206
now,9772,2228
now,9773,2252
now,9774,2178
now,9775,2241
now,9776,2304
now,9777,2233
now,9778,2336
now,9779,2210
now,9780,2214
now,9781,2279
now,9782,2205
now,9783,2265
now,9784,2257
now,9785,2255
now,9786,2219
now,9787,2214
now,9788,2129
now,9789,2184
now,9790,2287
now,9791,2224
now,9792,2146
now,9793,2229
now,9794,2265
now,9795,2169
now,9796,2170
now,9797,2279
now,9798,2263
now,9799,2342
now,9800,2204
now,9801,2188
now,9802,2254
now,9803,2263
now,9804,2178
now,9805,2206
now,9806,2234
now,9807,2284
now,9808,2151
now,9809,2217
now,9810,2187
now,9811,2202
now,9812,2284
now,9813,2259
now,9814,2292
now,9815,2196
now,9816,2312
now,9817,2130
now,9818,2233
now,9819,2187
now,9820,2271
now,9821,2251
now,9822,2171
now,9823,2173
now,9824,2231
now,9825,2203
now,9826,2196
now,9827,2246
now,9828,2110
now,9829,2185
now,9830,2260
now,9831,2247
now,9832,2175
now,9833,2273
now,9834,2285
now,9835,2153
now,9836,2221
now,9837,2217
now,9838,2205
now,9839,2173
now,9840,2205
now,9841,2174
now,9842,2210
now,9843,2198
now,9844,2161
now,9845,2122
now,9846,2185
now,9847,2180
now,9848,2121
now,9849,2213
now,9850,2171
now,9851,2125
now,9852,2121
now,9853,2234
now,9854,2144
now,9855,2205
now,9856,2222
now,9857,2149
now,9858,2192
now,9859,2154
now,9860,2275
now,9861,2114
now,9862,2107
now,9863,2199
now,9864,2155
now,9865,2148
now,9866,2231
now,9867,2130
now,9868,2159
now,9869,2114
now,9870,2173
now,9871,2178
now,9872,2078
now,9873,2160
now,9874,2179
now,9875,2224
now,9876,2079
now,9877,2142
now,9878,2139
now,9879,2283
now,9880,2183
now,9881,2184
now,9882,2186
now,9883,2093
now,9884,2128
now,9885,2159
now,9886,2193
now,9887,2095
now,9888,2146
now,9889,2117
now,9890,2155
now,9891,2144
now,9892,2153
now,9893,2216
now,9894,2083
now,9895,2180
now,9896,2178
now,9897,2178
now,9898,2186
now,9899,2176
now,9900,2119
now,9901,2114
now,9902,2254
now,9903,2117
now,9904,2152
now,9905,2174
now,9906,2060
now,9907,2065
now,9908,2129
now,9909,2105
now,9910,2103
now,9911,2042
now,9912,2163
now,9913,2127
now,9914,2136
now,9915,2094
now,9916,2137
now,9917,2082
now,9918,2117
now,9919,2110
now,9920,2113
now,9921,2098
now,9922,2166
now,9923,2096
now,9924,2102
now,9925,2069
now,9926,2169
now,9927,2120
now,9928,2141
now,9929,2144
now,9930,2134
now,9931,2221
now,9932,2163
now,9933,2167
now,9934,2070
now,9935,2047
now,9936,2128
now,9937,2143
now,9938,2190
now,9939,2166
now,9940,2126
now,9941,2105
now,9942,2089
now,9943,2078
now,9944,2057
now,9945,2123
now,9946,2127
now,9947,2111
now,9948,2212
now,9949,2005
now,9950,2126
now,9951,2097
now,9952,2171
now,9953,2163
now,9954,2157
now,9955,2147
now,9956,2078
now,9957,2071
now,9958,2071
now,9959,2113
now,9960,2117
now,9961,2203
now,9962,2121
now,9963,2071
now,9964,2104
now,9965,2121
now,9966,2072
now,9967,2097
now,9968,2083
now,9969,2116
now,9970,2177
now,9971,2151
now,9972,2070
now,9973,2113
now,9974,2050
now,9975,2066
now,9976,2090
now,9977,2044
now,9978,2080
now,9979,2070
now,9980,2084
now,9981,2025
now,9982,1995
now,9983,2050
now,9984,2029
now,9985,2082
now,9986,2102
now,9987,2081
now,9988,2074
now,9989,2066
now,9990,2038
now,9991,2194
now,9992,2053
now,9993,2142
now,9994,2024
now,9995,2038
now,9996,2085
now,9997,2056
now,9998,2066
now,9999,2056
now,10000,2027
now,10001,2117
now,10002,2011
now,10003,2150
now,10004,2081
now,10005,2188
now,10006,2105
now,10007,2009
now,10008,2112
now,10009,2082
now,10010,2015
now,10011,2083
now,10012,2019
now,10013,2041
now,10014,2012
now,10015,2098
now,10016,2060
now,10017,1999
now,10018,2085
now,10019,2014
now,10020,2081
now,10021,2020
now,10022,2041
now,10023,2007
now,10024,2007
now,10025,2016
now,10026,2048
now,10027,2089
now,10028,2084
now,10029,2095
now,10030,1982
now,10031,2046
now,10032,2088
now,10033,2026
now,10034,2052
now,10035,1982
now,10036,2049
now,10037,2033
now,10038,2019
now,10039,2096
now,10040,2024
now,10041,2049
now,10042,2058
now,10043,2076
now,10044,2086
now,10045,2060
now,10046,2048
now,10047,2076
now,10048,2088
now,10049,2097
now,10050,2110
now,10051,2077
now,10052,2047
now,10053,2067
now,10054,2076
now,10055,2028
now,10056,2049
now,10057,2026
now,10058,2056
now,10059,2039
now,10060,2000
now,10061,2023
now,10062,2120
now,10063,1994
now,10064,2007
now,10065,1974
now,10066,2038
now,10067,2079
now,10068,1941
now,10069,2034
now,10070,2061
now,10071,2027
now,10072,1962
now,10073,2074
now,10074,2036
now,10075,1995
now,10076,2045
now,10077,2072
now,10078,2059
now,10079,2005
now,10080,2035
now,10081,2038
now,10082,2060
now,10083,2093
now,10084,2103
now,10085,2004
now,10086,2103
now,10087,2017
now,10088,2022
now,10089,2048
now,10090,2044
now,10091,2038
now,10092,2069
now,10093,1963
now,10094,2129
now,10095,2034
now,10096,2012
now,10097,2073
now,10098,2002
now,10099,1957
now,10100,1992
now,10101,2040
now,10102,1950
now,10103,2049
now,10104,1982
now,10105,2006
now,10106,2001
now,10107,2063
now,10108,2010
now,10109,2010
now,10110,2027
now,10111,1997
now,10112,2046
now,10113,2024
now,10114,1999
now,10115,1946
now,10116,1964
now,10117,2018
now,10118,1967
now,10119,2031
now,10120,2020
now,10121,2033
now,10122,2071
now,10123,2028
now,10124,1981
now,10125,1971
now,10126,2023
now,10127,2096
now,10128,2038
now,10129,2018
now,10130,1958
now,10131,1964
now,10132,2072
now,10133,2012
now,10134,1974
now,10135,2030
now,10136,1972
now,10137,2047
now,10138,2024
now,10139,1937
now,10140,2033
now,10141,2009
now,10142,1978
now,10143,1999
now,10144,1971
now,10145,1987
now,10146,1996
now,10147,2007
now,10148,2038
now,10149,2052
now,10150,2020
now,10151,2033
now,10152,2066
now,10153,1937
now,10154,2006
now,10155,2036
now,10156,1932
now,10157,1935
now,10158,2049
now,10159,1947
now,10160,1987
now,10161,1997
now,10162,1937
now,10163,1979
now,10164,2102
now,10165,1996
now,10166,1943
now,10167,2026
now,10168,2009
now,10169,2033
now,10170,2014
now,10171,1993
now,10172,2003
now,10173,1980
now,10174,1990
now,10175,1929
now,10176,2014
now,10177,2060
now,10178,1970
now,10179,1902
now,10180,2026
now,10181,1972
now,10182,1973
now,10183,1975
now,10184,1928
now,10185,1955
now,10186,1968
now,10187,1922
now,10188,2040
now,10189,1935
now,10190,1956
now,10191,1922
now,10192,2069
now,10193,1922
now,10194,2053
now,10195,1983
now,10196,1983
now,10197,1992
now,10198,1967
now,10199,1994
now,10200,2045
now,10201,1962
now,10202,2017
now,10203,1853
now,10204,1972
now,10205,1974
now,10206,2036
now,10207,1929
now,10208,2026
now,10209,1898
now,10210,1953
now,10211,1975
now,10212,1936
now,10213,2013
now,10214,1916
now,10215,1949
now,10216,1937
now,10217,1949
now,10218,1930
now,10219,1891
now,10220,2053
now,10221,1996
now,10222,1884
now,10223,1953
now,10224,1955
now,10225,1967
now,10226,2001
now,10227,2030
now,10228,2037
now,10229,2037
now,10230,1942
now,10231,2047
now,10232,1991
now,10233,2057
now,10234,1964
now,10235,1987
now,10236,1881
now,10237,1975
now,10238,1906
now,10239,2010
now,10240,1986
now,10241,1965
now,10242,2054
now,10243,1953
now,10244,2016
now,10245,1960
now,10246,1999
now,10247,1882
now,10248,1918
now,10249,1926
now,10250,2038
now,10251,1988
now,10252,1970
now,10253,1914
now,10254,1981
now,10255,1887
now,10256,1908
now,10257,1928
now,10258,2008
now,10259,1890
now,10260,1924
now,10261,1911
now,10262,1934
now,10263,1932
now,10264,1897
now,10265,1909
now,10266,1996
now,10267,1948
now,10268,1889
now,10269,1929
now,10270,1965
now,10271,1967
now,10272,1973
now,10273,1998
now,10274,1964
now,10275,1936
now,10276,1906
now,10277,1896
now,10278,1952
now,10279,1954
now,10280,1862
now,10281,1889
now,10282,1969
now,10283,1865
now,10284,1821
now,10285,1891
now,10286,1875
now,10287,1996
now,10288,1997
now,10289,1959
now,10290,1963
now,10291,1941
now,10292,1915
now,10293,1895
now,10294,2018
now,10295,1950
now,10296,1925
now,10297,1976
now,10298,1960
now,10299,1963
now,10300,1972
now,10301,1890
now,10302,1970
now,10303,1940
now,10304,1924
now,10305,1884
now,10306,1892
now,10307,1918
now,10308,1941
now,10309,1993
now,10310,1860
now,10311,1940
now,10312,1904
now,10313,1914
now,10314,1889
now,10315,2048
now,10316,1860
now,10317,1932
now,10318,1901
now,10319,1850
now,10320,1878
now,10321,1931
now,10322,1885
now,10323,1931
now,10324,1909
now,10325,1936
now,10326,1985
now,10327,1859
now,10328,1871
now,10329,1933
now,10330,1940
now,10331,1905
now,10332,1987
now,10333,1970
now,10334,1881
now,10335,1992
now,10336,1862
now,10337,1905
now,10338,1935
now,10339,1892
now,10340,1898
now,10341,1944
now,10342,1924
now,10343,1913
now,10344,1961
now,10345,1899
now,10346,1826
now,10347,1988
now,10348,1903
now,10349,1925
now,10350,1859
now,10351,1881
now,10352,1938
now,10353,1895
now,10354,1904
now,10355,1969
now,10356,1883
now,10357,1940
now,10358,1853
now,10359,1793
now,10360,1884
now,10361,1894
now,10362,1960
now,10363,1967
now,10364,1851
now,10365,1978
now,10366,1839
now,10367,1905
now,10368,1911
now,10369,1998
now,10370,1961
now,10371,1890
now,10372,1965
now,10373,1915
now,10374,1854
now,10375,1858
now,10376,1842
now,10377,1939
now,10378,1841
now,10379,1939
now,10380,1933
now,10381,1917
now,10382,1960
now,10383,1940
now,10384,1845
now,10385,1886
now,10386,1855
now,10387,1982
now,10388,1888
now,10389,1939
now,10390,1905
now,10391,1951
now,10392,1901
now,10393,1956
now,10394,1874
now,10395,1869
now,10396,1834
now,10397,1813
now,10398,1941
now,10399,1911
now,10400,1916
now,10401,1866
now,10402,1854
now,10403,1929
now,10404,1900
now,10405,1881
now,10406,1875
now,10407,1902
now,10408,1887
now,10409,1836
now,10410,1958
now,10411,1877
now,10412,1938
now,10413,1963
now,10414,1955
now,10415,1847
now,10416,1858
now,10417,1875
now,10418,1924
now,10419,1933
now,10420,1857
now,10421,1894
now,10422,1882
now,10423,1872
now,10424,1929
now,10425,1870
now,10426,1910
now,10427,1952
now,10428,1884
now,10429,1916
now,10430,1863
now,10431,1911
now,10432,1898
now,10433,1849
now,10434,1939
now,10435,1852
now,10436,1871
now,10437,1861
now,10438,1853
now,10439,1929
now,10440,1872
now,10441,1855
now,10442,1837
now,10443,1932
now,10444,1851
now,10445,1875
now,10446,1892
now,10447,1914
now,10448,1874
now,10449,1756
now,10450,1908
now,10451,1895
now,10452,1811
now,10453,1827
now,10454,1920
now,10455,1873
now,10456,1998
now,10457,1953
now,10458,1843
now,10459,1844
now,10460,1879
now,10461,1894
now,10462,1743
now,10463,1892
now,10464,1883
now,10465,1850
now,10466,1833
now,10467,1945
